row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2019 VND,31/12/2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__31/12/2018 VND
200,200,200,B. TÀI SẢN DÀI HẠN,,228.505.546.715,128.981.970.343,,,228505546715.0,128981970343.0
210,210,210,I. Tài sản tài chính dài hạn,,76.750.000.000,-,,,76750000000.0,
212,212,212,1. Các khoản đầu tư,,76.750.000.000,-,,,76750000000.0,
212.1,212.1,212.1,2.1. Các khoản đầu tư nằm giữ đến ngày đáo hạn,7.2,76.750.000.000,-,,72.0,76750000000.0,
220,220,220,II. Tài sản cố định,,50.225.072.596,27.196.700.057,,,50225072596.0,27196700057.0
221,221,221,1. Tài sản cố định hữu hình,14,33.535.093.918,14.817.397.418,,14.0,33535093918.0,14817397418.0
222,222,222,1.1. Nguyên giá,,94.889.564.795,68.970.931.255,,,94889564795.0,68970931255.0
223a,223a,223a,1.2. Giá trị khấu hao lũy kế,,(61.354.470.877),(54.153.533.837),,,-61354470877.0,-54153533837.0
227,227,227,2. Tài sản cố định vô hình,15,16.689.978.678,12.379.302.639,,15.0,16689978678.0,12379302639.0
228,228,228,2.1. Nguyên giá,,25.895.687.373,17.072.829.879,,,25895687373.0,17072829879.0
229a,229a,229a,2.2. Giá trị hao mòn lũy kế,,(9.205.708.695),(4.693.527.240),,,-9205708695.0,-4693527240.0
250,250,250,III. Tài sản dài hạn khác,,101.530.474.119,101.785.270.286,,,101530474119.0,101785270286.0
251,251,251,"1. Cảm cố, thế chấp, ký quỹ, ký cược dài hạn",,2.570.398.268,1.200.066.568,,,2570398268.0,1200066568.0
252,252,252,2. Chi phí trả trước dài hạn,16,73.838.675.689,67.480.987.662,,16.0,73838675689.0,67480987662.0
253,253,253,3. Tài sản thuế thu nhập hoãn lại,38.2,2.095.359.170,12.596.607.569,,382.0,2095359170.0,12596607569.0
254,254,254,4. Tiền nộp Quỹ Hö trợ thanh toán,17,12.956.433.957,10.456.433.957,,17.0,12956433957.0,10456433957.0
255,255,255,5. Tài sản dài hạn khác,18,10.069.607.035,10.051.174.530,,18.0,10069607035.0,10051174530.0
270,270,270,TỔNG CỘNG TÀI SẢN,,4.750.256.464.236,3.774.820.031.832,,,4750256464236.0,3774820031832.0
