row_label_raw,row_label_full,col_0,Số lượng được phép phát hành,Số lượng đang lưu hành,numeric__Số lượng được phép phát hành,numeric__Số lượng đang lưu hành
CGMD1901,CGMD1901,CGMD1901,1.500.000,504.780,1500000.0,504780.0
CHPG1908,CHPG1908,CHPG1908,2.000.000,762.900,2000000.0,762900.0
CPNJ1902,CPNJ1902,CPNJ1902,1.500.000,1.053.160,1500000.0,1053160.0
CTCB1901,CTCB1901,CTCB1901,2.000.000,1.052.580,2000000.0,1052580.0
CVNM1905,CVNM1905,CVNM1905,1.500.000,1.266.150,1500000.0,1266150.0
CMSN1903,CMSN1903,CMSN1903,1.000.000,133.300,1000000.0,133300.0
CREE1905,CREE1905,CREE1905,2.400.000,193.570,2400000.0,193570.0
CVHM1903,CVHM1903,CVHM1903,1.500.000,12.300,1500000.0,12300.0
CVRE1904,CVRE1904,CVRE1904,1.500.000,35.300,1500000.0,35300.0
CFPT1908,CFPT1908,CFPT1908,2.400.000,124.370,2400000.0,124370.0
Tổng cộng,Tổng cộng,Tổng cộng,17.300.000,5.138.410,17300000.0,5138410.0
