row_label_raw,row_label_full,col_0,31/12/2019 > Giá gốc VND,31/12/2019 > Giá trị hợp lý VND,31/12/2018 > Giá gốc VND,31/12/2018 > Giá trị hợp lý VND,numeric__31/12/2019 > Giá gốc VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Giá trị hợp lý VND
Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,Cổ phiếu niêm yết,,,,
FPT,Cổ phiếu niêm yết > FPT,FPT,2.070.022.800,2.133.780.000,-,-,2070022800.0,2133780000.0,,
GMD,Cổ phiếu niêm yết > GMD,GMD,2.610.859.243,2.251.712.000,-,-,2610859243.0,2251712000.0,,
HPG,Cổ phiếu niêm yết > HPG,HPG,7.816.501.558,8.154.500.000,-,-,7816501558.0,8154500000.0,,
MSN,Cổ phiếu niêm yết > MSN,MSN,966.750.000,960.500.000,-,-,966750000.0,960500000.0,,
MWG,MWG,MWG,-,-,-,-,,,,
PNJ,MWG > PNJ,PNJ,13.992.526.606,14.487.560.000,-,-,13992526606.0,14487560000.0,,
REE,MWG > REE,REE,3.152.018.500,3.133.053.000,-,-,3152018500.0,3133053000.0,,
TCB,MWG > TCB,TCB,6.437.007.063,6.291.382.500,-,-,6437007063.0,6291382500.0,,
VHM,MWG > VHM,VHM,1.723.722.000,1.696.000.000,-,-,1723722000.0,1696000000.0,,
VNM,MWG > VNM,VNM,8.357.036.020,7.409.400.000,-,-,8357036020.0,7409400000.0,,
VRE,MWG > VRE,VRE,234.734.500,238.000.000,-,-,234734500.0,238000000.0,,
Tổng cộng,MWG > Tổng cộng,Tổng cộng,47.361.178.290,46.755.887.500,-,-,47361178290.0,46755887500.0,,
