row_label_raw,row_label_full,Danh mục các loại tài sân tài chính,Giá trị mua theo số kế toán VND,Giá trị hợp lý VND,Số dư chênh lệch đánh giá lại cuối năm VND,Số dư chênh lệch đánh giá lại đầu năm VND,Chênh lệch giảm lũy kế VND,Chênh lệch tăng lũy kế VND,numeric__Giá trị mua theo số kế toán VND,numeric__Giá trị hợp lý VND,numeric__Số dư chênh lệch đánh giá lại cuối năm VND,numeric__Số dư chênh lệch đánh giá lại đầu năm VND,numeric__Chênh lệch giảm lũy kế VND,numeric__Chênh lệch tăng lũy kế VND
CGMD1901,CGMD1901,CGMD1901,509.321.252,530.019.000,20.697.748,-,552.063.601,(20.697.748),509321252.0,530019000.0,20697748.0,,552063601.0,-20697748.0
CHPG1908,CHPG1908,CHPG1908,1.261.698.693,1.449.510.000,187.811.307,-,-,(295.066.567),1261698693.0,1449510000.0,187811307.0,,,-295066567.0
CPNJ1902,CPNJ1902,CPNJ1902,1.929.833.409,2.085.256.800,155.423.391,-,357.610.296,(155.423.391),1929833409.0,2085256800.0,155423391.0,,357610296.0,-155423391.0
CTCB1901,CTCB1901,CTCB1901,849.370.552,673.651.200,(175.719.352),-,1.098.016.963,-,849370552.0,673651200.0,-175719352.0,,1098016963.0,
CVNM1905,CVNM1905,CVNM1905,2.333.343.741,1.519.380.000,(813.963.741),-,1.459.982.095,-,2333343741.0,1519380000.0,-813963741.0,,1459982095.0,
CMSN1903,CMSN1903,CMSN1903,179.955.000,179.955.000,-,-,-,-,179955000.0,179955000.0,,,,
CREE1905,CREE1905,CREE1905,416.175.500,416.175.500,-,-,-,-,416175500.0,416175500.0,,,,
CVHM1903,CVHM1903,CVHM1903,24.600.000,24.600.000,-,-,-,-,24600000.0,24600000.0,,,,
CVRE1904,CVRE1904,CVRE1904,54.715.000,54.715.000,-,-,-,-,54715000.0,54715000.0,,,,
CFPT1908,CFPT1908,CFPT1908,391.765.500,391.765.500,-,-,-,-,391765500.0,391765500.0,,,,
Tổng cộng,Tổng cộng,Tổng cộng,7.950.778.647,7.325.028.000,(625.750.647),-,3.467.672.955,(471.187.706),7950778647.0,7325028000.0,-625750647.0,,3467672955.0,-471187706.0
