row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lãi bán chứng khoán năm nay VND,Lãi bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lãi bán chứng khoán năm nay VND,numeric__Lãi bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,3.362.510,162.825.013.900,155.129.334.847,7.695.679.053,73.088.359.751,,3362510.0,162825013900.0,155129334847.0,7695679053.0,73088359751.0
1,1,1,FPT,1.043.070,61.023.491.000,57.499.220.212,3.524.270.788,170.300.269,,1043070.0,61023491000.0,57499220212.0,3524270788.0,170300269.0
1,1,1,MWG,290.740,34.267.200.000,32.621.391.042,1.645.808.958,-,,290740.0,34267200000.0,32621391042.0,1645808958.0,
1,1,1,HPG,919.400,20.864.520.000,20.148.531.657,715.988.343,5.141.781,,919400.0,20864520000.0,20148531657.0,715988343.0,5141781.0
1,1,1,Cổ phiếu niêm yết khác,1.109.300,46.669.802.900,44.860.191.936,1.809.610.964,72.912.917.701,,1109300.0,46669802900.0,44860191936.0,1809610964.0,72912917701.0
2,2,2,Chứng chỉ tiền gửi của Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thỉnh Vương,930.000,903.650.885.480,897.183.466.211,6.467.419.269,386.509.315,,930000.0,903650885480.0,897183466211.0,6467419269.0,386509315.0
3,3,3,Trái phiếu niêm yết,6.350.000,732.297.550.000,729.817.450.000,2.480.100.000,1.722.350.000,,6350000.0,732297550000.0,729817450000.0,2480100000.0,1722350000.0
3,3,3,Trái phiếu TD1636502,2.400.000,"311.838.800.000,00",310.194.400.000,1.644.400.000,-,,2400000.0,311838800000.0,310194400000.0,1644400000.0,
3,3,3,Trái phiếu BVDB17319,600.000,67.903.500.000,67.308.900.000,594.600.000,665.100.000,,600000.0,67903500000.0,67308900000.0,594600000.0,665100000.0
3,3,3,Trái phiếu TD1621470,700.000,74.102.800.000,73.889.200.000,213.600.000,-,,700000.0,74102800000.0,73889200000.0,213600000.0,
3,3,3,Trái phiếu niêm yết khác,2.650.000,278.452.450.000,278.424.950.000,27.500.000,1.057.250.000,,2650000.0,278452450000.0,278424950000.0,27500000.0,1057250000.0
4,4,4,Trái phiếu chưa niêm yết,20.581.088,2.344.315.056.386,2.270.285.644.071,74.029.412.315,52.143.004.711,,20581088.0,2344315056386.0,2270285644071.0,74029412315.0,52143004711.0
4,4,4,Trái phiếu NVLBOND2019-03,3.901.185,420.256.435.408,401.291.856.830,18.964.578.578,-,,3901185.0,420256435408.0,401291856830.0,18964578578.0,
4,4,4,Trái phiếu NVLBOND2019-01,2.243.596,233.160.302.044,224.696.871.248,8.463.430.796,-,,2243596.0,233160302044.0,224696871248.0,8463430796.0,
4,4,4,Trái phiếu KBCBOND2019-05,2.009.496,208.718.397.453,200.999.997.190,7.718.400.263,-,,2009496.0,208718397453.0,200999997190.0,7718400263.0,
4,4,4,Trái phiếu FLCBOND2019-02,2.120.494,218.864.033.507,212.342.285.195,6.521.748.312,-,,2120494.0,218864033507.0,212342285195.0,6521748312.0,
4,4,4,Trái phiếu NVLBOND2019-05,1.172.633,123.513.076.845,117.380.563.300,6.132.513.545,-,,1172633.0,123513076845.0,117380563300.0,6132513545.0,
4,4,4,Trái phiếu MATTROIPHUQUOCBOND2018,1.900,199.974.865.100,195.203.701.453,4.771.163.647,7.113.844.045,,1900.0,199974865100.0,195203701453.0,4771163647.0,7113844045.0
4,4,4,Trái phiếu chưa niêm yết khác,9.131.784,939.827.946.029,918.370.368.855,21.457.577.174,45.029.160.666,,9131784.0,939827946029.0,918370368855.0,21457577174.0,45029160666.0
5,5,5,Chứng quyền có bảo đảm,15.683.940,13.417.421.707,9.970.457.700,13.148.636.672,-,,15683940.0,13417421707.0,9970457700.0,13148636672.0,
5,5,5,Đảo hạn chứng quyền CHPG1901,1.920.980,,,2.367.098.060,-,,1920980.0,,,2367098060.0,
5,5,5,Đảo hạn chứng quyền CPNJ1901,916.620,,,899.435.410,-,,916620.0,,,899435410.0,
5,5,5,Đảo hạn chứng quyền CREE1901,2.083.970,,,3.205.125.828,-,,2083970.0,,,3205125828.0,
5,5,5,Đảo hạn chứng quyền CMWG1906,2.612.610,,,3.230.013.367,-,,2612610.0,,,3230013367.0,
5,5,5,Bán chứng quyền CMWG1906,3.440.320,6.789.696.480,4.721.506.100,2.068.190.380,-,,3440320.0,6789696480.0,4721506100.0,2068190380.0,
5,5,5,Lãi bán một số chứng quyền khác,4.709.440,6.627.725.227,5.248.951.600,1.378.773.627,-,,4709440.0,6627725227.0,5248951600.0,1378773627.0,
6,6,6,Hợp đồng tương lai,,,,679.300.000,-,,,,,679300000.0,
,,,Tổng công,46.907.538,4.156.505.927.473,4.062.386.352.829,104.500.547.309,127.340.223.777,,46907538.0,4156505927473.0,4062386352829.0,104500547309.0,127340223777.0
