row_label_raw,row_label_full,STT,Danh mục các khoản đầu tư,Số lượng bán Đơn vị,Tổng giá trị bán VND,Giá vốn bình quân gia quyền VND,Lỗ bán chứng khoán năm nay VND,Lỗ bán chứng khoán năm trước VND,numeric__Danh mục các khoản đầu tư,numeric__Số lượng bán Đơn vị,numeric__Tổng giá trị bán VND,numeric__Giá vốn bình quân gia quyền VND,numeric__Lỗ bán chứng khoán năm nay VND,numeric__Lỗ bán chứng khoán năm trước VND
1,1,1,Cổ phiếu niêm yết,10.748.300,279.295.151.500,317.154.249.945,37.859.098.445,32.350.349.036,,10748300.0,279295151500.0,317154249945.0,37859098445.0,32350349036.0
1,1,1,TCB,1.462.360,32.830.273.500,39.852.981.568,7.022.708.068,-,,1462360.0,32830273500.0,39852981568.0,7022708068.0,
1,1,1,BSR,2.402.400,25.203.570.000,31.498.151.093,6.294.581.093,-,,2402400.0,25203570000.0,31498151093.0,6294581093.0,
1,1,1,PSP,954.100,6.115.940.000,10.762.981.891,4.647.041.891,197.608.109,,954100.0,6115940000.0,10762981891.0,4647041891.0,197608109.0
1,1,1,DVP,139.820,5.868.036.000,9.569.294.972,3.701.258.972,167.138.336,,139820.0,5868036000.0,9569294972.0,3701258972.0,167138336.0
1,1,1,BCC,382.200,2.625.620.000,5.823.885.137,3.198.265.137,-,,382200.0,2625620000.0,5823885137.0,3198265137.0,
1,1,1,HPG,2.349.580,59.607.656.000,63.508.374.153,3.900.718.153,-,,2349580.0,59607656000.0,63508374153.0,3900718153.0,
1,1,1,Cổ phiếu niêm yết khác,3.057.840,147.044.056.000,156.138.581.131,9.094.525.131,31.985.602.591,,3057840.0,147044056000.0,156138581131.0,9094525131.0,31985602591.0
2,2,2,Cổ phiếu chưa niêm yết,3.915.000,39.541.500.000,89.950.649.899,50.409.149.899,1.042.666.667,,3915000.0,39541500000.0,89950649899.0,50409149899.0,1042666667.0
2,2,2,Cổ phiếu Công ty Cổ phần Thời trang NEM,3.915.000,39.541.500.000,89.950.649.899,50.409.149.899,-,,3915000.0,39541500000.0,89950649899.0,50409149899.0,
2,2,2,Cổ phiếu chưa niêm yết khác,-,-,-,-,1.042.666.667,,,,,,1042666667.0
3,3,3,Trái phiếu niêm yết,14.590.000,1.530.741.450.000,1.530.929.780.000,188.330.000,88.120.000,,14590000.0,1530741450000.0,1530929780000.0,188330000.0,88120000.0
3,3,3,Trái phiếu TD1924163,1.850.000,191.337.550.000,191.377.450.000,39.900.000,-,,1850000.0,191337550000.0,191377450000.0,39900000.0,
3,3,3,Trái phiếu TD1722380,2.200.000,230.188.100.000,230.216.100.000,28.000.000,-,,2200000.0,230188100000.0,230216100000.0,28000000.0,
3,3,3,Trái phiếu TD1722379,1.700.000,182.288.100.000,182.313.800.000,25.700.000,,,1700000.0,182288100000.0,182313800000.0,25700000.0,
3,3,3,Trái phiếu niêm yết khác,8.840.000,926.927.700.000,927.022.430.000,94.730.000,88.120.000,,8840000.0,926927700000.0,927022430000.0,94730000.0,88120000.0
4,4,4,Trái phiếu chưa niêm yết,1.924.565,274.428.470.667,282.166.817.388,7.738.346.721,7.615.327.725,,1924565.0,274428470667.0,282166817388.0,7738346721.0,7615327725.0
4,4,4,Trái phiếu,,,,,,,,,,,
4,4 > 4,4,MATTROIPHUQUOCBOND2018,767,77.177.603.105,81.489.497.229,4.311.894.124,-,,767.0,77177603105.0,81489497229.0,4311894124.0,
4,4 > 4,4,Trái phiếu NVLBOND2019-01,577.678,59.357.857.196,61.945.234.724,2.587.377.528,-,,577678.0,59357857196.0,61945234724.0,2587377528.0,
4,4 > 4,4,Trái phiếu chưa niêm yết khác,1.346.120,137.893.010.366,138.732.085.435,839.075.069,7.615.327.725,,1346120.0,137893010366.0,138732085435.0,839075069.0,7615327725.0
5,4 > 5,5,Hợp đồng tương lai,,,,869.680.000,-,,,,,869680000.0,
6,4 > 6,6,Chứng quyền,6.442.740,8.100.171.234,9.179.576.300,2.900.836.731,-,,6442740.0,8100171234.0,9179576300.0,2900836731.0,
6,4 > 6,6,Đảo hạn chứng quyền CFPT1904,1.724.270,,,1.821.431.665,-,,1724270.0,,,1821431665.0,
6,4 > 6,6,Lỗ bán chứng quyền khác,4.718.470,8.100.171.234,9.179.576.300,1.079.405.066,-,,4718470.0,8100171234.0,9179576300.0,1079405066.0,
,,,Tổng công,37.620.605,2.132.106.743.401,2.229.381.073.532,99.965.441.796,41.096.463.428,,37620605.0,2132106743401.0,2229381073532.0,99965441796.0,41096463428.0
