row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2019 VND,31/12/2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__31/12/2018 VND
,,,A. TÀI SẢN CỦA CÔNG TY CHỨNG KHOÁN (CTCK) VÀ TÀI SẢN QUẢN LÝ THEO CAM KẾT,,,,,,,
002,002,002,Chứng chỉ có giá nhận giữ hộ,28.1,9.883.660.000,9.882.580.000,,281.0,9883660000.0,9882580000.0
004,004,004,Nợ khó đòi đã xử lý,28.2,464.728.581.535,466.330.769.891,,282.0,464728581535.0,466330769891.0
005,005,005,Ngoại tệ các loại USDJPY,28.3,35.302780,22.920780,,283.0,35302780.0,22920780.0
006,006,006,Cổ phiếu đang lưu hành (số lượng),27.3,122.116.232,122.116.893,,273.0,122116232.0,122116893.0
007,007,007,Cổ phiếu quỹ (số cổ phiếu),27.3,8.048,7.387,,273.0,8048.0,7387.0
008,008,008,Tài sản tài chính niêm yết/dăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28.4,267.911.720.000205.000.000,76.013.080.000-,,284.0,2.67911720000205e+20,
010,010,010,Tài sản tài chính chờ về của CTCK,28.4,267.911.720.000205.000.000,76.013.080.000-,,284.0,2.67911720000205e+20,
012,012,012,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của CTCK (VND),28..5,127.968.330.000,127.968.330.000,,285.0,127968330000.0,127968330000.0
014,014,014,Chứng quyền (Số lượng),,12.161.590,-,,,12161590.0,
,,,B. TÀI SẢN VÀ CÁC KHOÁN PHÁI TRÁ VỀ TÀI SẢN QUẢN LÝ CAM KẾT VỚI KHÁCH HÀNG,,,,,,,
021,021,021,Tài sản tài chính niêm yết/dăng ký giao dịch tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư,28.6,23.275.914.210.000,22.901.644.900.000,,286.0,23275914210000.0,22901644900000.0
021.1,021.1,021.1,Tài sản tài chính giao dịch tự do chuyển nhượng,,14.609.534.610.000,15.178.793.640.000,,,14609534610000.0,15178793640000.0
021.2,021.2,021.2,Tài sản tài chính hạn chế chuyển nhượng,,584.205.680.000,616.066.060.000,,,584205680000.0,616066060000.0
021.3,021.3,021.3,Tài sản tài chính giao dịch cấm cố,,6.321.143.800.000,5.794.554.550.000,,,6321143800000.0,5794554550000.0
021.4,021.4,021.4,"Tài sản tài chính phong tỏa, tạm giữ",,1.503.105.680.000,1.074.978.090.000,,,1503105680000.0,1074978090000.0
021.5,021.5,021.5,Tài sản tài chính chờ thanh toán,,257.924.440.000,237.252.560.000,,,257924440000.0,237252560000.0
022,022,022,Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch của Nhà đầu tư,28.7,384.136.760.000,207.533.100.000,,287.0,384136760000.0,207533100000.0
022.1,022.1,022.1,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, tự do chuyển nhượng",,26.629.120.000,28.901.680.000,,,26629120000.0,28901680000.0
022.2,022.2,022.2,"Tài sản tài chính đã lưu ký tại Trung tâm Lưu ký Chứng khoán và chưa giao dịch, hạn chế chuyển nhượng",,357.507.640.000,178.631.420.000,,,357507640000.0,178631420000.0
023,023,023,Tài sản tài chính chờ về của Nhà đầu tư,28.8,205.222.410.000,206.594.520.000,,288.0,205222410000.0,206594520000.0
024.b,024.b,024.b,Tài sản tài chính chưa lưu ký tại Trung tâm Lưu ký Chứng khoán của Nhà đầu tư,28.9,1.682.170.000,1.693.810.000,,289.0,1682170000.0,1693810000.0
