row_label_raw,row_label_full,col_0,Năm 2019 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2019 > Giá trị giao dịch thực hiện trong năm (VND),Năm 2018 > Khối lượng giao dịch thực hiện trong năm (đơn vị),Năm 2018 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2019 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2019 > Giá trị giao dịch thực hiện trong năm (VND),numeric__Năm 2018 > Khối lượng giao dịch thực hiện trong năm (đơn vị),numeric__Năm 2018 > Giá trị giao dịch thực hiện trong năm (VND)
a. Của Công ty,a. Của Công ty,a. Của Công ty,90.963.188,5.644.572.672.100,76.389.310,4.470.715.511.800,90963188.0,5644572672100.0,76389310.0,4470715511800.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,27.660.738,886.298.004.400,46.379.310,1.169.652.641.800,27660738.0,886298004400.0,46379310.0,1169652641800.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,43.880.000,4.732.591.230.000,30.010.000,3.301.062.870.000,43880000.0,4732591230000.0,30010000.0,3301062870000.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,19.422.450,25.683.437.700,-,-,19422450.0,25683437700.0,,
b. Của nhà đầu tư,b. Của nhà đầu tư,b. Của nhà đầu tư,5.789.817.481,113.642.009.360.265,9.044.835.117,215.014.361.862.450,5789817481.0,113642009360265.0,9044835117.0,215014361862450.0
- Cổ phiếu,- Cổ phiếu,- Cổ phiếu,5.731.210.998,113.406.232.434.068,9.040.770.717,214.634.397.641.050,5731210998.0,113406232434068.0,9040770717.0,214634397641050.0
- Trái phiếu,- Trái phiếu,- Trái phiếu,980.123,97.183.666.597,3.805.100,376.000.155.000,980123.0,97183666597.0,3805100.0,376000155000.0
- Chứng khoán khác,- Chứng khoán khác,- Chứng khoán khác,57.626.360,138.593.259.600,259.300,3.964.066.400,57626360.0,138593259600.0,259300.0,3964066400.0
Tổng cộng,Tổng cộng,Tổng cộng,5.880.780.669,119.286.582.032.365,9.121.224.427,219.485.077.374.250,5880780669.0,119286582032365.0,9121224427.0,219485077374250.0
