row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước Thuế TNDN,,288.578.263.816,202.731.692.933,,,288578263816.0,202731692933.0
02,02,02,Điều chỉnh cho các khoản:,,102.138.983.852,267.197.150.144,,,102138983852.0,267197150144.0
03,03,03,Khấu hao TSCĐ,,11.811.400.515,8.408.736.167,,,11811400515.0,8408736167.0
04,04,04,Các khoản dự phòng,,(61.647.629.356),92.212.038.648,,,-61647629356.0,92212038648.0
05,05,05,Lãi chênh lệch tỷ giá hối đoái chưa thực hiện,,-,(5.207.178),,,,-5207178.0
06,06,06,"Chi phí lãi vay, lãi trái phiếu phát hành",,174.478.690.303,183.423.790.642,,,174478690303.0,183423790642.0
07,07,07,Lãi từ hoạt động đầu tư,,-,-,,,,
08,07 > 08,08,Dự thu tiền lãi,,(22.503.477.610),(16.842.208.135),,,-22503477610.0,-16842208135.0
10,07 > 10,10,Tăng các chi phí phi tiền tệ,,(17.405.159.558),7.340.187.073,,,-17405159558.0,7340187073.0
11,07 > 11,11,Lỗ đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(17.405.159.558),7.340.187.073,,292.0,-17405159558.0,7340187073.0
18,07 > 18,18,Giảm các doanh thu phi tiền tệ,,(4.334.969.430),(9.342.087.401),,,-4334969430.0,-9342087401.0
19,07 > 19,19,Lãi đánh giá lại giá trị các tài sản tài chính FVTPL,29.2,(4.334.969.430),(9.342.087.401),,292.0,-4334969430.0,-9342087401.0
30,07 > 30,30,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,368.977.118.680,467.926.942.749,,,368977118680.0,467926942749.0
31,07 > 31,31,Tăng tài sản tài chính FVTPL,,(408.254.290.159),(33.356.766.677),,,-408254290159.0,-33356766677.0
32,07 > 32,32,(Tăng)/giảm các khoản đầu tư HTM,,(221.253.143.926),113.173.143.926,,,-221253143926.0,113173143926.0
33,07 > 33,33,(Tăng)/giảm các khoản cho vay,,(389.114.577.669),315.973.354.554,,,-389114577669.0,315973354554.0
34,07 > 34,34,Giảm tài sản tài chính AFS,,96.700.649.899,2.138.595.306,,,96700649899.0,2138595306.0
35,07 > 35,35,Giảm/(tăng) phải thu bán các tài sản tài chính,,250.000.000,(250.000.000),,,250000000.0,-250000000.0
36,07 > 36,36,"Giảm phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,16.842.208.135,19.033.259.399,,,16842208135.0,19033259399.0
37,07 > 37,37,(Tăng)/giảm các khoản phải thu các dịch vụ CTCK cung cấp,,(9.439.886.997),218.353.780.933,,,-9439886997.0,218353780933.0
39,07 > 39,39,Giảm/(tăng) các khoản phải thu khác,,11.236.376.641,(90.725.942.985),,,11236376641.0,-90725942985.0
40,07 > 40,40,(Tăng)/giảm các tài sản khác,,(2.227.512.215),96.328.951.095,,,-2227512215.0,96328951095.0
41,07 > 41,41,Giảm chi phí phải trả (không bao gồm chi phí lãi vay),,(18.463.272.968),(6.599.967.155),,,-18463272968.0,-6599967155.0
42,07 > 42,42,Giảm chi phí trả trước,,984.861.687,2.567.417.610,,,984861687.0,2567417610.0
43,07 > 43,43,Thuế TNDN đã nộp,22,(40.589.726.458),(35.338.350.829),,22.0,-40589726458.0,-35338350829.0
44,07 > 44,44,Lãi vay đã trả,,(185.146.638.753),(189.619.367.029),,,-185146638753.0,-189619367029.0
45,07 > 45,45,Tăng/(giảm) phải trả cho người bán,,4.654.963.844,(1.788.180.837),,,4654963844.0,-1788180837.0
46,07 > 46,46,Tăng các khoản trích nộp phúc lợi nhân viên,,593.143.794,744.244.542,,,593143794.0,744244542.0
47,07 > 47,47,(Giảm)/tăng thuế và các khoản phải nộp Nhà nước (Không bao gồm thuế TNDN đã nộp),,(2.241.438.131),1.336.253.941,,,-2241438131.0,1336253941.0
48,07 > 48,48,Giảm phải trả người lao động,,(1.395.371.914),(2.787.215.450),,,-1395371914.0,-2787215450.0
50,07 > 50,50,"Tăng/(giảm) phải trả, phải nộp khác",,585.571.694.935,(525.301.411.759),,,585571694935.0,-525301411759.0
60,07 > 60,60,Lưu chuyển tiền thuần (sử dụng vào)/từ hoạt động kinh doanh,,(192.314.841.575),351.808.741.334,,,-192314841575.0,351808741334.0
