row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,31/12/2019 VND,31/12/2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__31/12/2018 VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,4.521.750.917.521,3.645.838.061.489,,,4521750917521.0,3645838061489.0
110,110,110,I. Tài sản tài chính,,4.499.734.302.770,3.615.362.264.946,,,4499734302770.0,3615362264946.0
111,111,111,1. Tiền và các khoản tương đương tiền,5,414.572.303.541,458.449.693.695,,5.0,414572303541.0,458449693695.0
111.1,111.1,111.1,1.1. Tiền,,237.272.303.541,353.049.693.695,,,237272303541.0,353049693695.0
111.2,111.2,111.2,1.2. Các khoản tương đương tiền,,177.300.000.000,105.400.000.000,,,177300000000.0,105400000000.0
112,112,112,2. Các tài sản tài chính ghi nhận thông qua lãi/lỗ (FVTPL),7.1,753.433.267.048,326.435.333.150,,71.0,753433267048.0,326435333150.0
113,113,113,3. Các khoản đầu tư nắm giữ đến ngày đáo hạn (HTM),7.2,532.825.039.025,388.321.895.099,,72.0,532825039025.0,388321895099.0
114,114,114,4. Các khoản cho vay,7.3,2.689.398.963.126,2.300.284.385.457,,73.0,2689398963126.0,2300284385457.0
115,115,115,5. Các tài sản tài chính sẵn sàng để bán (AFS),7.4,126.884.314.369,223.584.964.268,,74.0,126884314369.0,223584964268.0
116,116,116,6. Dự phòng suy giảm giá trị các tài sản tài chính và tài sản thế chấp,7.5,(67.925.729.445),(121.334.879.344),,75.0,-67925729445.0,-121334879344.0
117,117,117,7. Các khoản phải thu,8,22.503.477.610,17.092.208.135,,8.0,22503477610.0,17092208135.0
117.1,117.1,117.1,7.1. Phải thu bán các tài sản tài chính,,-,250.000.000,,,,250000000.0
117.2,117.2,117.2,"7.2. Phải thu và dự thu cổ tức, tiền lãi các tài sản tài chính",,22.503.477.610,16.842.208.135,,,22503477610.0,16842208135.0
,,,"7.2.1. Phải thu cổ tức, tiền lãi đến ngày nhận",,4.962.601.090,4.403.516.106,,,4962601090.0,4403516106.0
117.4,117.4,117.4,"7.2.2. Dự thu cổ tức, tiền lãi chưa đến ngày nhận",,17.540.876.520,12.438.692.029,,,17540876520.0,12438692029.0
118,118,118,8. Trả trước cho người bán,,3.021.593.084,7.113.128.118,,,3021593084.0,7113128118.0
119,119,119,9. Phải thu các dịch vụ công ty chứng khoản cung cấp,9,169.623.669.848,160.183.782.851,,9.0,169623669848.0,160183782851.0
122,122,122,10. Các khoản phải thu khác,10,95.254.369.909,105.905.858.047,,10.0,95254369909.0,105905858047.0
129,129,129,11. Dự phòng suy giảm giá trị các khoản phải thu,11,(239.856.965.345),(250.674.104.530),,11.0,-239856965345.0,-250674104530.0
130,130,130,II. Tài sản ngắn hạn khác,,22.016.614.751,30.475.796.543,,,22016614751.0,30475796543.0
131,131,131,1. Tạm ứng,,2.087.131.325,418.500.000,,,2087131325.0,418500000.0
132,132,132,"2. Vật tư văn phòng, công cụ, dụng cụ",,805.843.998,501.096.863,,,805843998.0,501096863.0
133,133,133,3. Chỉ phí trả trước ngắn hạn,12,3.848.721.743,11.191.271.457,,12.0,3848721743.0,11191271457.0
134,134,134,"4. Cầm cố, thể chấp, ký quỹ, ký cược ngắn hạn",13,15.236.736.523,15.364.928.223,,13.0,15236736523.0,15364928223.0
136,136,136,5. Thuế và các khoản phải thu Nhà nước,22,10.593.662,-,,22.0,10593662.0,
137,137,137,6. Tài sản ngắn hạn khác,,27.587.500,3.000.000.000,,,27587500.0,3000000000.0
