row_label_raw,row_label_full,Thuế giá trị gia tăng,31/12/2019VND > 546.204.958,31/12/2018VND > 111.298.525,numeric__31/12/2019VND > 546.204.958,numeric__31/12/2018VND > 111.298.525
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,8.503.869.368,820.081.531,8503869368.0,820081531.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,10.635.711.193,13.146.557.407,10635711193.0,13146557407.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,121.453.593,286.951.943,121453593.0,286951943.0
Tổng cộng,Tổng cộng,Tổng cộng,19.807.239.112,14.364.889.406,19807239112.0,14364889406.0
