row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
,,,"I. Lưu chuyển tiền hoạt động môi giới, ủy thác của khách hàng",,,,,,,
01,01,01,1. Tiền thu bán chứng khoán môi giới cho khách hàng,,54.972.633.601.648,90.138.260.750.450,,,54972633601648.0,90138260750450.0
02,02,02,2. Tiền chi mua chứng khoán môi giới cho khách hàng,,(53.730.478.824.517),(90.856.387.587.400),,,-53730478824517.0,-90856387587400.0
07,07,07,3. Nhận tiền gửi/(chi trả) để thanh toán giao dịch chứng khoán của khách hàng,,(1.890.349.423.683),462.759.276.895,,,-1890349423683.0,462759276895.0
11,11,11,4. Chi trả phí lưu ký chứng khoán của khách hàng,,(8.079.400.343),(9.457.769.952),,,-8079400343.0,-9457769952.0
14,14,14,5. Tiền thu của Tổ chức phát hành chứng khoán,,2.224.453.079.714,2.201.587.026.999,,,2224453079714.0,2201587026999.0
15,15,15,6. Tiền chi trả Tổ chức phát hành chứng khoán,,(2.217.450.212.054),(2.199.977.194.587),,,-2217450212054.0,-2199977194587.0
20,20,20,Tăng/(giảm) tiền thuần trong năm,,(649.271.179.235),(263.215.497.595),,,-649271179235.0,-263215497595.0
30,30,30,II. Tiền và các khoản tương đương tiền đầu năm của khách hàng,,1.518.756.848.324,1.781.972.345.919,,,1518756848324.0,1781972345919.0
31,31,31,Tiền gửi ngân hàng đầu năm:,,1.518.756.848.324,1.781.972.345.919,,,1518756848324.0,1781972345919.0
32,32,32,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,1.514.979.124.473,1.720.500.354.967,,,1514979124473.0,1720500354967.0
32,32,32,Trong đó,,,,,,,
32,32 > 32,32,Tiền gửi có kỳ hạn,,1.154.820.916.966,1.676.338.097.590,,,1154820916966.0,1676338097590.0
32,32 > 32,32,Tiền gửi ký quỹ của nhà đầu tư tại VSD,,360.158.207.507,44.162.257.377,,,360158207507.0,44162257377.0
33,32 > 33,33,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,1.560.058.864,60.864.158.377,,,1560058864.0,60864158377.0
35,32 > 35,35,- Tiền gửi của Tổ chức phát hành,,2.217.664.987,607.832.575,,,2217664987.0,607832575.0
40,32 > 40,40,III. Tiền và các khoản tương đương tiền cuối năm của khách hàng,,869.485.669.089,1.518.756.848.324,,,869485669089.0,1518756848324.0
41,32 > 41,41,Tiền gửi ngân hàng cuối năm:,,869.485.669.089,1.518.756.848.324,,,869485669089.0,1518756848324.0
42,32 > 42,42,- Tiền gửi của Nhà đầu tư về giao dịch chứng khoán theo phương thức CTCK quản lý,,858.050.647.695,1.514.979.124.473,,,858050647695.0,1514979124473.0
42,42,42,Trong đó,,,,,,,
42,42 > 42,42,Tiền gửi có kỳ hạn,,710.646.916.601,1.154.820.916.966,,,710646916601.0,1154820916966.0
42,42 > 42,42,Tiền gửi ký quỹ của nhà đầu tư tại VSD,,147.403.731.094,360.158.207.507,,,147403731094.0,360158207507.0
43,42 > 43,43,- Tiền gửi tổng hợp giao dịch chứng khoán cho khách hàng,,2.214.488.747,1.560.058.864,,,2214488747.0,1560058864.0
45,42 > 45,45,- Tiền gửi của Tổ chức phát hành,,9.220.532.647,2.217.664.987,,,9220532647.0,2217664987.0
