row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,31/12/2019 VND,31/12/2018 VND,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__31/12/2018 VND
300,300,300,C. NỘ PHẢI TRẢ,,3.080.420.247.490,2.314.347.734.261,,,3080420247490.0,2314347734261.0
310,310,310,I. Nợ phải trả ngắn hạn,,2.452.176.189.954,1.466.392.532.245,,,2452176189954.0,1466392532245.0
311,311,311,1. Vay và nợ thuê tài chính ngắn hạn,19,829.615.050.000,427.000.000.000,,19.0,829615050000.0,427000000000.0
312,312,312,1.1. Vay ngắn hạn,,829.615.050.000,427.000.000.000,,,829615050000.0,427000000000.0
318,318,318,2. Phải trả hoạt động giao dịch chứng khoán,20,13.095.044.834,4.176.063.812,,20.0,13095044834.0,4176063812.0
320,320,320,3. Phải trả người bán ngắn hạn,21,12.249.632.308,7.488.668.464,,21.0,12249632308.0,7488668464.0
321,321,321,4. Người mua trả tiền trước ngắn hạn,,2.303.002.000,2.409.002.000,,,2303002000.0,2409002000.0
322,322,322,5. Thuế và các khoản phải nộp Nhà nước,22,19.807.239.112,14.364.889.406,,22.0,19807239112.0,14364889406.0
323,323,323,6. Phải trả người lao động,,2.316.425.663,3.711.797.577,,,2316425663.0,3711797577.0
324,324,324,7. Các khoản trích nộp phúc lợi nhân viên,,3.077.910.210,2.484.766.416,,,3077910210.0,2484766416.0
325,325,325,8. Chỉ phí phải trả ngắn hạn,23,51.161.576.580,80.292.797.998,,23.0,51161576580.0,80292797998.0
327,327,327,9. Doanh thu chưa thực hiện ngắn hạn,,199.803.990,326.552.003,,,199803990.0,326552003.0
328,328,328,"10. Nhận ký quỹ, ký cược ngắn hạn",24,1.505.723.570.731,916.732.952.769,,24.0,1505723570731.0,916732952769.0
329,329,329,"11. Các khoản phải trả, phải nộp ngắn hạn khác",25,5.902.680.730,6.222.901.650,,25.0,5902680730.0,6222901650.0
331,331,331,"12. Quỹ khen thưởng, phúc lợi",,6.724.253.796,1.182.140.150,,,6724253796.0,1182140150.0
340,340,340,II. Nợ phải trả dài hạn,,628.244.057.536,847.955.202.016,,,628244057536.0,847955202016.0
346,346,346,1. Trái phiếu phát hành dài hạn,26,626.870.671.866,846.581.816.346,,26.0,626870671866.0,846581816346.0
352,352,352,"2. Nhận ký quỹ, ký cược dài hạn",,1.373.385.670,1.373.385.670,,,1373385670.0,1373385670.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.669.836.216.746,1.460.472.297.571,,,1669836216746.0,1460472297571.0
410,410,410,I. Vốn chủ sở hữu,27.1,1.669.836.216.746,1.460.472.297.571,,271.0,1669836216746.0,1460472297571.0
411,411,411,1. Vốn đầu tư của chủ sở hữu,,1.221.129.178.800,1.221.138.185.300,,,1221129178800.0,1221138185300.0
411.1,411.1,411.1,1.1. Vốn góp của chủ sở hữu,,1.221.242.800.000,1.221.242.800.000,,,1221242800000.0,1221242800000.0
411.1a,411.1a,411.1a,a. Cổ phiếu phổ thông,,1.221.242.800.000,1.221.242.800.000,,,1221242800000.0,1221242800000.0
411.5,411.5,411.5,1.2. Cổ phiếu quỹ,,(113.621.200),(104.614.700),,,-113621200.0,-104614700.0
414,414,414,2. Quỹ dự trữ bổ sung vốn điều lệ,,26.552.236.410,15.062.113.426,,,26552236410.0,15062113426.0
415,415,415,3. Quỹ dự phòng tài chính và rủi ro nghiệp vụ,,26.542.252.310,15.052.129.326,,,26542252310.0,15052129326.0
416,416,416,4. Các quỹ khác thuộc Vốn chủ sở hữu,,1.625.982.305,1.628.982.305,,,1625982305.0,1628982305.0
417,417,417,5. Lợi nhuận chưa phân phối,27.2,393.986.566.921,207.590.887.214,,272.0,393986566921.0,207590887214.0
417.1,417.1,417.1,5.1 Lợi nhuận đã thực hiện,,403.804.003.603,228.641.997.306,,,403804003603.0,228641997306.0
417.2,417.2,417.2,5.2 Lợi nhuận chưa thực hiện,,(9.817.436.682),(21.051.110.092),,,-9817436682.0,-21051110092.0
440,440,440,TỔNG CỘNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,4.750.256.464.236,3.774.820.031.832,,,4750256464236.0,3774820031832.0
