row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 VND,Năm 2018 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 VND,numeric__Năm 2018 VND
,,,I. DOANH THU HOẠT ĐỘNG,,,,,,,
01,01,01,1. Lãi từ các tài sản tài chính ghi nhận thống qua lãilỗ (FVTPL),,133.862.045.742,138.541.975.994,,,133862045742.0,138541975994.0
01.1,01.1,01.1,1.1. Lãi bán các tài sản tài chính FVTPL,29.1,104.500.547.308,127.340.223.777,,291.0,104500547308.0,127340223777.0
01.2,01.2,01.2,1.2. Chênh lệch tăng về đánh giá lại các tài sản tài chính FVTPL,29.2,867.296.475,(9.342.087.401),,292.0,867296475.0,-9342087401.0
01.3,01.3,01.3,"1.3. Cổ tức, tiến lãi phát sinh từ tài sản tài chính FVTPL",29.3,25.026.529.004,20.543.839.618,,293.0,25026529004.0,20543839618.0
01.4,01.4,01.4,1.4. Chênh lệch giảm về đánh giá lại chứng quyền,29.2,3.467.672.955,-,,292.0,3467672955.0,
02,02,02,2. Lãi từ các khoản đầu tư nằm giữ đến ngày đáo hạn (HTM),29.4,32.003.500.678,43.830.410.544,,294.0,32003500678.0,43830410544.0
03,03,03,3. Lãi từ các khoản cho vay và phải thu,29.5,310.293.579.616,309.550.604.079,,295.0,310293579616.0,309550604079.0
04,04,04,4. Lãi từ tài sản tài chính sẵn sàng để bán (AFS),29.6,578.000.000,3.392.479.452,,296.0,578000000.0,3392479452.0
06,06,06,5. Doanh thu nghiệp vụ môi giới chứng khoán,30,250.751.242.938,398.697.492.409,,30.0,250751242938.0,398697492409.0
07,07,07,"6. Doanh thu nghiệp vụ bảo lãnh, đại lý phát hành chứng khoán",,80.434.783,219.800.822,,,80434783.0,219800822.0
09,09,09,7. Doanh thu nghiệp vụ lưu ký chứng khoán,,20.325.802.834,11.539.756.145,,,20325802834.0,11539756145.0
10,10,10,8. Doanh thu hoạt động tư vấn tài chính,31,122.304.720.431,88.522.490.910,,31.0,122304720431.0,88522490910.0
11,11,11,9. Thu nhập hoạt động khác,32,73.568.262.904,47.310.709.363,,32.0,73568262904.0,47310709363.0
20,20,20,Cộng doanh thu hoạt động,,943.767.589.926,1.041.605.719.718,,,943767589926.0,1041605719718.0
,,,II. CHI PHÍ HOẠT ĐỘNG,,,,,,,
21,21,21,1. Lỗ từ các tài sản tài chính FVTPL,,83.583.168.780,48.811.073.605,,,83583168780.0,48811073605.0
21.1,21.1,21.1,1.1 Lỗ bán các tài sản tài chính FVTPL,29.1,99.965.441.796,41.096.463.428,,291.0,99965441796.0,41096463428.0
21.2,21.2,21.2,1.2 Chênh lệch giảm đánh giá lại các tài sản tài chính FVTPL,29.2,(17.876.347.263),7.340.187.073,,292.0,-17876347263.0,7340187073.0
21.3,21.3,21.3,1.3 Chi phí giao dịch mua các tài sản tài chính FVTPL,,1.022.886.541,374.423.104,,,1022886541.0,374423104.0
21.4,21.4,21.4,1.4 Chênh lệch tăng về đánh giá lại chứng quyền,29.2,471.187.706,-,,292.0,471187706.0,
24,24,24,"2. Chi phí dự phòng tài sản tài chính, xử lý tổn thất các khoản phải thu khó đòi và lỗ suy giảm tài sản tài chính và chi phí đi vay của các khoản cho vay",7.5,(53.409.149.899),111.154.866.399,,75.0,-53409149899.0,111154866399.0
26,26,26,3. Chi phí hoạt động tự doanh,33,24.926.656.046,15.005.993.717,,33.0,24926656046.0,15005993717.0
27,27,27,4. Chi phí nghiệp vụ môi giới chứng khoán,34,268.922.275.021,335.988.825.721,,34.0,268922275021.0,335988825721.0
29,29,29,5. Chi phí nghiệp vụ tư vấn đầu tư chứng khoán,,76.000.000,38.000.000,,,76000000.0,38000000.0
30,30,30,6. Chi phí nghiệp vụ lưu ký chứng khoán,,19.577.401.892,11.984.410.810,,,19577401892.0,11984410810.0
31,31,31,7. Chi phí hoạt động tư vấn tài chính,,58.525.427.060,53.843.598.744,,,58525427060.0,53843598744.0
32,32,32,8. Chi phí hoạt động khác,11,(8.238.479.457),(18.942.827.752),,11.0,-8238479457.0,-18942827752.0
40,40,40,Cộng chi phí hoạt động,,393.963.299.443,557.883.941.244,,,393963299443.0,557883941244.0
