row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Cash on hand,Cash on hand,Cash on hand,"163,199,103","2,856,158,340",,
Cash at banks,Cash at banks,Cash at banks,"162,230,800,625","478,391,497,570",,
Cash equivalents (*),Cash equivalents (*),Cash equivalents (*),"164,663,230,000",-,,
TOTAL,TOTAL,TOTAL,"327,057,229,728","481,247,655,910",,
