row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Carrying amount (*),Carrying amount (*),,
,,,Ending balance,Beginning balance,,
Investments in subsidiaries (Note 16.1),Investments in subsidiaries (Note 16.1),Investments in subsidiaries (Note 16.1),"1,817,574,403,070","1,606,622,333,081",,
Investments in associates (Note 16.2),Investments in associates (Note 16.2),Investments in associates (Note 16.2),"134,000,000,000","134,000,000,000",,
Held-to-maturity investments (Note 5),Held-to-maturity investments (Note 5),Held-to-maturity investments (Note 5),"10,000,000,000","10,000,000,000",,
Provision for diminution in value of long-term investments (Note 16.1 and 16.2),Provision for diminution in value of long-term investments (Note 16.1 and 16.2),Provision for diminution in value of long-term investments (Note 16.1 and 16.2),"(473,365,607,000)","(490,377,101,000)",,
TOTAL,TOTAL,TOTAL,"1,488,208,796,070","1,260,245,232,081",,
