row_label_raw,row_label_full,col_0,Trading in animal feed and raw materials for animal feed production,Trading in real estate and construction services and other activities,Restatement and elimination,Total Currency: VND,numeric__Trading in animal feed and raw materials for animal feed production,numeric__Trading in real estate and construction services and other activities,numeric__Restatement and elimination,numeric__Total Currency: VND
Net Revenue,Net Revenue,Net Revenue,"9,065,595,853,458","753,181,903,304",-,"9,818,777,756,762",,,,
Results,Results,Results,Results,Results,Results,Results,,,,
Accounting profit,Accounting profit,Accounting profit,"99,251,521,966","204,693,193,859",-,"303,944,715,825",,,,
Unallocated income (*),Unallocated income (*),Unallocated income (*),,,,"70,356,508,919",,,,
Profit before tax,Profit before tax,Profit before tax,,,,"374,301,224,744",,,,
Corporate income tax expenses,Corporate income tax expenses,Corporate income tax expenses,"(17,811,397,634)","(40,938,638,772)",-,"(58,750,036,406)",,,,
Net profit after tax,Net profit after tax,Net profit after tax,,,,"315,551,188,338",,,,
Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,Other segment information,,,,
Capital expenditure,Capital expenditure,Capital expenditure,"285,953,509,888",-,-,"285,953,509,888",,,,
Depreciation,Depreciation,Depreciation,"64,031,470,234",-,-,"64,031,470,234",,,,
Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,Assets and liabilities,,,,
Total assets,Total assets,Total assets,"8,273,344,026,990","994,865,766,738","2,188,219,699,474","11,456,429,493,202",,,,
Segment assets,Segment assets,Segment assets,"8,273,344,026,990","994,865,766,738",-,"9,268,209,793,728",,,,
Unallocated assets (**),Unallocated assets (**),Unallocated assets (**),,,"2,188,219,699,474","2,188,219,699,474",,,,
Total liabilities,Total liabilities,Total liabilities,"5,739,331,328,912","491,019,613,478",-,"6,230,350,942,390",,,,
Segment liabilities,Segment liabilities,Segment liabilities,"5,739,331,328,912","491,019,613,478",-,"6,230,350,942,390",,,,
