row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Less than 1 year,Less than 1 year,Less than 1 year,"13,857,188,193","13,569,565,441",,
From 1 to 5 years,From 1 to 5 years,From 1 to 5 years,"57,235,585,856","56,085,094,846",,
More than 5 years,More than 5 years,More than 5 years,"375,537,785,879","388,849,670,758",,
TOTAL,TOTAL,TOTAL,"446,630,559,928","458,504,331,045",,
