row_label_raw,row_label_full,No,Name,Value(VND),Provision (VND),Ownership,Voting right,Value(VND)_1,Provision (VND)_1,Ownership_1,Voting right_1,numeric__Name,numeric__Value(VND),numeric__Provision (VND),numeric__Ownership,numeric__Voting right,numeric__Value(VND)_1,numeric__Provision (VND)_1,numeric__Ownership_1,numeric__Voting right_1
1,1,1,Dabaco Oil Company Limited,"280,015,514,371",-,100%,100%,"280,015,514,371",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
2,2,2,L'Indochina Tourist & Hospitality Limited Company,"210,000,000,000","(52,126,088,266)",100%,100%,"183,092,545,909","(39,446,685,284)",100%,100%,,,,1.0,1.0,,,1.0,1.0
3,3,3,H2 Construction Company Limited,"130,000,000,000",-,100%,100%,"130,000,000,000",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
4,4,4,Dabaco Nuclear Breeding Pig Company,"121,312,447,573",-,100%,100%,"121,312,447,573","(19,090,113,376)",100%,100%,,,,1.0,1.0,,,1.0,1.0
5,5,5,Bac Ninh Trading Company Limited,"118,000,000,000","(27,625,499,749)",100%,100%,"118,000,000,000","(20,871,310,067)",100%,100%,,,,1.0,1.0,,,1.0,1.0
6,6,6,Nasaco Ha Nam Animal Feed Company Limited,"100,000,000,000",-,100%,100%,"100,000,000,000",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
7,7,7,Dabaco Thanh Hoa Company Limited,"100,000,000,000",-,100%,100%,"100,000,000,000",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
8,8,8,Dabaco Quang Ninh Joint Stock Company,"99,000,000,000",-,99%,99%,-,-,-,-,,,,0.99,0.99,,,,
9,9,9,Hiep Quang Trading Company Limited,"71,283,160,000",-,100%,100%,"71,283,160,000",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
10,10,10,Dabaco Binh Phuoc Company Limited,"51,498,269,770","(51,498,269,770)",100%,100%,"51,498,269,770","(51,498,269,770)",100%,100%,,,,1.0,1.0,,,1.0,1.0
11,11,11,Nutreco Company Limited,"50,190,568,966",-,100%,100%,"50,190,568,966",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
12,12,12,Dabaco Luong Tai Breeding Pig Company Limited,"50,000,000,000","(50,000,000,000)",100%,100%,"50,000,000,000","(50,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
13,13,13,Dabaco Phu Tho Breeding Pig Company Limited,"50,000,000,000","(47,158,628,253)",100%,100%,"50,000,000,000","(50,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
14,14,14,Dabaco Tuyen Quang Company Limited,"50,000,000,000","(48,804,989,601)",100%,100%,"50,000,000,000","(43,845,598,670)",100%,100%,,,,1.0,1.0,,,1.0,1.0
15,15,15,Dacovet Pharmaceutical and Animal Health Company Limited,"50,000,000,000",-,100%,100%,-,-,-,-,,,,1.0,1.0,,,,
16,16,16,Investment and development Breed Processing Company,"45,678,384,595","(45,678,384,595)",100%,100%,"45,678,384,595","(45,678,384,595)",100%,100%,,,,1.0,1.0,,,1.0,1.0
17,17,17,Dabaco Ha Nam Breeding Pig Company Limited,"40,000,000,000","(40,000,000,000)",100%,100%,"40,000,000,000","(40,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
18,18,18,Viet Nhat Organic Fertilizer Company Limited,"35,044,615,898",-,100%,100%,-,-,-,-,,,,1.0,1.0,,,,
19,19,19,Dabaco Hai Phong Breeding Pig Company Limited,"35,000,000,000","(35,000,000,000)",100%,100%,"35,000,000,000","(35,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
20,20,20,Lac Ve Breeding Pig Company Limited,"30,551,441,897",-,100%,100%,"30,551,441,897","(30,551,441,897)",100%,100%,,,,1.0,1.0,,,1.0,1.0
21,21,21,Dabaco Pig Raising Investment & Development Company Limited,"30,000,000,000","(30,000,000,000)",100%,100%,"30,000,000,000","(30,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
22,22,22,Tan Chi Port & Logistics Company Limited,"30,000,000,000",-,100%,100%,"30,000,000,000",-,100%,100%,,,,1.0,1.0,,,1.0,1.0
23,23,23,Dabaco Binh Phuoc Animal Feed Company Limited,"30,000,000,000","(7,553,759,286)",100%,100%,"30,000,000,000","(2,451,564,867)",100%,100%,,,,1.0,1.0,,,1.0,1.0
24,24,24,Dabaco Breeding Chicken Company Limited,"10,000,000,000","(10,000,000,000)",100%,100%,"10,000,000,000","(10,000,000,000)",100%,100%,,,,1.0,1.0,,,1.0,1.0
,,,TOTAL,"1,817,574,403,070","(445,445,619,520)",,,"1,606,622,333,081","(468,433,368,526)",,,,,,,,,,,
