row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Loan interest,Loan interest,Loan interest,"106,018,924,136","158,208,174,533",,
(Reversal)/provision for investments,(Reversal)/provision for investments,(Reversal)/provision for investments,"(17,011,494,000)","126,091,838,000",,
Others,Others,Others,"8,748,796,549","18,242,980,275",,
TOTAL,TOTAL,TOTAL,"97,756,226,685","302,542,992,808",,
