row_label_raw,row_label_full,col_0,Thuyết minh,Số đầu năm > Giá trị (đồng thời là số có khả năng trả nợ),Số đầu năm > Phát sinh tăng,Số phát sinh trong năm > Phát sinh giảm,Số phát sinh trong năm > Giá trị (đồng thời là số có khả năng trả nợ),Đơn vị tính: VND Số cuối năm,numeric__Thuyết minh,numeric__Số đầu năm > Giá trị (đồng thời là số có khả năng trả nợ),numeric__Số đầu năm > Phát sinh tăng,numeric__Số phát sinh trong năm > Phát sinh giảm,numeric__Số phát sinh trong năm > Giá trị (đồng thời là số có khả năng trả nợ),numeric__Đơn vị tính: VND Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,,
Vay ngắn hạn ngân hàng,Vay ngắn hạn > Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,22.1,3.441.522.685.259,8.846.930.122.612,(9.617.095.824.279),2.671.356.983.592,,221.0,3441522685259.0,8846930122612.0,-9617095824279.0,2671356983592.0,
Vay dài hạn đến hạn trả,Vay ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,22.2,105.716.979.922,174.304.041.646,(105.716.979.922),174.304.041.646,,222.0,105716979922.0,174304041646.0,-105716979922.0,174304041646.0,
Nợ thuê tài chính dài hạn đến hạn trả,Vay ngắn hạn > Nợ thuê tài chính dài hạn đến hạn trả,Nợ thuê tài chính dài hạn đến hạn trả,22.3,101.385.100.497,84.796.763.769,(102.071.734.204),84.110.130.062,,223.0,101385100497.0,84796763769.0,-102071734204.0,84110130062.0,
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,,3.648.624.765.678,9.106.030.928.027,(9.824.884.538.405),2.929.771.155.300,,,3648624765678.0,9106030928027.0,-9824884538405.0,2929771155300.0,
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,
Vay ngân hàng,Vay dài hạn > Vay ngân hàng,Vay ngân hàng,22.2,439.958.041.646,-,(174.304.041.646),265.654.000.000,,222.0,439958041646.0,,-174304041646.0,265654000000.0,
Nợ thuê tài chính,Vay dài hạn > Nợ thuê tài chính,Nợ thuê tài chính,22.3,179.900.558.274,12.571.507.589,(84.796.763.769),107.675.302.094,,223.0,179900558274.0,12571507589.0,-84796763769.0,107675302094.0,
TỔNG CỘNG,Vay dài hạn > TỔNG CỘNG,TỔNG CỘNG,,619.858.599.920,12.571.507.589,(259.100.805.415),373.329.302.094,,,619858599920.0,12571507589.0,-259100805415.0,373329302094.0,
