row_label_raw,row_label_full,col_0,Ending balance,Currency: VNDBeginning balance,numeric__Ending balance,numeric__Currency: VNDBeginning balance
Tools and supplies,Tools and supplies,Tools and supplies,"2,601,588,541","3,541,149,381",,
Facility renovation costs,Facility renovation costs,Facility renovation costs,-,"2,306,760,610",,
Others,Others,Others,"2,530,171,200","1,380,895,100",,
TOTAL,TOTAL,TOTAL,"5,131,759,741","7,228,805,091",,
