row_label_raw,row_label_full,col_0,Buildings and structures,Machinery and equipment,Currency: VND,numeric__Buildings and structures,numeric__Machinery and equipment,numeric__Currency: VND
,,,Buildings and structures,Machinery and equipment,Total,,,
Cost:,Cost:,Cost:,Cost:,Cost:,Cost:,,,
Beginning balance,Beginning balance,Beginning balance,-,-,-,,,
- Transfer from construction in progress,- Transfer from construction in progress,- Transfer from construction in progress,"100,964,068,418","8,037,739,582","109,001,808,000",,,
Ending balance,Ending balance,Ending balance,"100,964,068,418","8,037,739,582","109,001,808,000",,,
Accumulated depreciation:,Accumulated depreciation:,Accumulated depreciation:,Accumulated depreciation:,Accumulated depreciation:,Accumulated depreciation:,,,
Beginning balance,Beginning balance,Beginning balance,-,-,-,,,
- Depreciation for the year,- Depreciation for the year,- Depreciation for the year,-,-,-,,,
Ending balance,Ending balance,Ending balance,-,-,-,,,
Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,Net carrying amount:,,,
Beginning balance,Beginning balance,Beginning balance,-,-,-,,,
Ending balance,Ending balance,Ending balance,"100,964,068,418","8,037,739,582","109,001,808,000",,,
