row_label_raw,row_label_full,Mã số > 50 > 60,CHỈ TIÊU > Lưu chuyển tiền và tương đương tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Thuyết minh,Năm nay > (154.193.631.199) > 481.247.655.910,Năm trước > (41.267.902.624) > 522.500.907.174,numeric__CHỈ TIÊU > Lưu chuyển tiền và tương đương tiền thuần trong năm > Tiền và tương đương tiền đầu năm,numeric__Thuyết minh,numeric__Năm nay > (154.193.631.199) > 481.247.655.910,numeric__Năm trước > (41.267.902.624) > 522.500.907.174
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,3.205.017,14.651.360,,,3205017.0,14651360.0
70,70,70,Tiền và tương đương tiền cuối năm,4,327.057.229.728,481.247.655.910,,4.0,327057229728.0,481247655910.0
