row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
"Profit distributed from subsidiaries, associates (Note 32)","Profit distributed from subsidiaries, associates (Note 32)","Profit distributed from subsidiaries, associates (Note 32)","82,077,716,399","196,448,346,919",,
Interest income,Interest income,Interest income,"49,196,636,094","30,311,386,359",,
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"13,257,981","14,651,360",,
TOTAL,TOTAL,TOTAL,"131,287,610,474","226,774,384,638",,
