row_label_raw,row_label_full,col_0,Beginning balance,Payable for the year,Payment made in the year,Ending balance,numeric__Beginning balance,numeric__Payable for the year,numeric__Payment made in the year,numeric__Ending balance
Payables,Payables,Payables,Payables,Payables,Payables,Payables,,,,
Value added tax,Value added tax,Value added tax,"1,414,333","33,243,107,888","(30,772,846,633)","2,471,675,588",,,,
Corporate income tax,Corporate income tax,Corporate income tax,"19,359,966,563","69,634,333,970","(31,027,000,000)","57,967,300,533",,,,
Import duties,Import duties,Import duties,-,"30,101,601,288","(30,101,601,288)",-,,,,
Other taxes,Other taxes,Other taxes,-,"14,981,088,272","(14,981,088,272)",-,,,,
TOTAL,TOTAL,TOTAL,"19,361,380,896","147,960,131,418","(106,882,536,193)","60,438,976,121",,,,
,,,Beginning balance,Receivable for the year,Payment received in the year,Ending balance,,,,
Receivables,Receivables,Receivables,Receivables,Receivables,Receivables,Receivables,,,,
Value added tax,Value added tax,Value added tax,"15,405,609,528","28,749,231,573","(44,154,841,101)",-,,,,
TOTAL,TOTAL,TOTAL,"15,405,609,528","28,749,231,573","(44,154,841,101)",-,,,,
