row_label_raw,row_label_full,col_0,Ngày 31 tháng 12 năm 2023,Ngày 31 tháng 12 năm 2023_1,Ngày 31 tháng 12 năm 2023_2,numeric__Ngày 31 tháng 12 năm 2023,numeric__Ngày 31 tháng 12 năm 2023_1,numeric__Ngày 31 tháng 12 năm 2023_2
,,,Tổng khoản thanh toán tiền thuê tài chính,Lãi thuê tài chính,Nợ gốc,,,
Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,Nợ thuê tài chính ngắn hạn\nTừ 1 năm trở xuống,111.160.031.976,9.774.931.479,101.385.100.497,111160031976.0,9774931479.0,101385100497.0
Nợ thuê tài chính dài hạn\nTrên 1-5 năm,Nợ thuê tài chính dài hạn\nTrên 1-5 năm,Nợ thuê tài chính dài hạn\nTrên 1-5 năm,198.544.978.633,18.644.420.359,179.900.558.274,198544978633.0,18644420359.0,179900558274.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,309.705.010.609,28.419.351.838,281.285.658.771,309705010609.0,28419351838.0,281285658771.0
