row_label_raw,row_label_full,Code,ASSETS,Notes,Ending balance,Beginning balance,numeric__ASSETS,numeric__Notes,numeric__Ending balance,numeric__Beginning balance
100,100,100,A. CURRENT ASSETS,,"5,561,592,551,383","6,004,090,905,401",,,,
110,100 > 110,110,I. Cash and cash equivalents,4,"327,057,229,728","481,247,655,910",,4.0,,
111,111,111,1. Cash,,"162,393,999,728","481,247,655,910",,,,
112,112,112,2. Cash equivalents,,"164,663,230,000",-,,,,
120,112 > 120,120,II. Short-term investments,5,"1,288,379,035,147","446,726,811,483",,5.0,,
123,123,123,1. Held-to-maturity investments,,"1,288,379,035,147","446,726,811,483",,,,
130,130,130,III. Current accounts receivable,,"2,496,728,485,705","3,478,046,239,267",,,,
131,130 > 131,131,1. Short-term trade receivables,6.1,"2,586,392,353,733","3,422,059,637,815",,61.0,,
132,130 > 132,132,2. Short-term advances to suppliers,6.2,"26,452,571,071","24,481,641,470",,62.0,,
136,130 > 136,136,3. Other short-term receivables,7.1,"420,008,980,901","431,355,214,505",,71.0,,
137,130 > 137,137,4. Provision for short-term doubtful receivables,6.1,"(536,125,420,000)","(399,850,254,523)",,61.0,,
140,130 > 140,140,IV. Inventories,8,"1,428,151,823,360","1,555,505,913,667",,8.0,,
141,141,141,1. Inventories,,"1,428,151,823,360","1,555,505,913,667",,,,
150,150,150,V. Other current assets,,"21,275,977,443","42,564,285,074",,,,
151,150 > 151,151,1. Short-term prepaid expenses,10,"5,131,759,741","7,228,805,091",,10.0,,
152,150 > 152,152,2. Deductible value-added tax,19,-,"15,405,609,528",,19.0,,
155,150 > 155,155,3. Other current assets,9,"16,144,217,702","19,929,870,455",,9.0,,
200,200,200,B. NON-CURRENT ASSETS,,"6,010,305,188,202","5,452,338,587,801",,,,
210,210,210,I. Long-term receivables,,"1,881,809,363,392","1,347,016,470,455",,,,
211,210 > 211,211,1. Long-term trade receivables,32,"1,153,627,698,782","1,323,837,548,455",,32.0,,
215,210 > 215,215,2. Long-term loan receivables,32,"706,000,000,000",-,,32.0,,
216,210 > 216,216,3. Other long-term receivables,7.2,"22,181,664,610","23,178,922,000",,72.0,,
220,220,220,II. Fixed assets,,"2,195,909,216,726","2,423,167,517,906",,,,
221,220 > 221,221,1. Tangible fixed assets,11,"1,911,852,778,445","2,015,987,364,089",,11.0,,
222,222,222,Cost,,"3,322,914,668,477","3,161,333,832,664",,,,
223,223,223,Accumulated depreciation,,"(1,411,061,890,032)","(1,145,346,468,575)",,,,
224,223 > 224,224,2. Finance leases,12,"284,056,438,281","407,180,153,817",,12.0,,
225,225,225,Cost,,"408,876,529,654","522,996,433,455",,,,
226,226,226,Accumulated depreciation,,"(124,820,091,373)","(115,816,279,638)",,,,
230,226 > 230,230,III. Investment properties,13,"109,001,808,000",-,,13.0,,
231,231,231,1. Cost,,"109,001,808,000",-,,,,
232,232,232,2. Accumulated depreciation,,-,-,,,,
240,240,240,IV. Long-term assets in progress,,"323,255,993,634","421,909,367,359",,,,
242,240 > 242,242,1. Construction in progress,14,"323,255,993,634","421,909,367,359",,14.0,,
250,240 > 250,250,V. Long-term investments,16,"1,488,208,796,070","1,260,245,232,081",,16.0,,
251,251,251,1. Investments in subsidiaries,,"1,817,574,403,070","1,606,622,333,081",,,,
252,252,252,2. Investments in jointly controlled entities and associates,,"134,000,000,000","134,000,000,000",,,,
254,254,254,3. Provision for diminution in value of long-term investments,,"(473,365,607,000)","(490,377,101,000)",,,,
255,254 > 255,255,4. Held-to-maturity investments,5,"10,000,000,000","10,000,000,000",,5.0,,
260,260,260,VI. Other long-term assets,,"12,120,010,380",-,,,,
262,260 > 262,262,1. Deferred tax assets,31.3,"12,120,010,380",-,,313.0,,
270,270,270,TOTAL ASSETS,,"11,571,897,739,585","11,456,429,493,202",,,,
