row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Cost of finished goods sold,Cost of finished goods sold,Cost of finished goods sold,"4,903,422,888,348","4,283,344,451,618",,
Cost of merchandise sold,Cost of merchandise sold,Cost of merchandise sold,"4,337,211,572,475","4,149,831,671,943",,
Cost of real estates and construction services,Cost of real estates and construction services,Cost of real estates and construction services,"218,181,594,499","460,688,259,238",,
TOTAL,TOTAL,TOTAL,"9,458,816,055,322","8,893,864,382,799",,
