row_label_raw,row_label_full,col_0,Current year,Currency: VNDPrevious year,numeric__Current year,numeric__Currency: VNDPrevious year
Contributed capital,Contributed capital,Contributed capital,Contributed capital,Contributed capital,,
Beginning balance,Beginning balance,Beginning balance,"2,420,018,590,000","2,420,018,590,000",,
- Increase during the year,- Increase during the year,- Increase during the year,"926,672,860,000",-,,
Ending balance,Ending balance,Ending balance,"3,346,691,450,000","2,420,018,590,000",,
