row_label_raw,row_label_full,col_0,Separatebalance sheet,Separatebalance sheet_1,Separateincome statement,Separateincome statement_1,numeric__Separatebalance sheet,numeric__Separatebalance sheet_1,numeric__Separateincome statement,numeric__Separateincome statement_1
,,,Ending balance,Beginning balance,Current year,Previous year,,,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,Deferred tax assets,Deferred tax assets,Deferred tax assets,Deferred tax assets,,,,
Unbilled trade discounts,Unbilled trade discounts,Unbilled trade discounts,"12,120,010,380",-,,,,,,
Unbilled trade discounts,Unbilled trade discounts,Unbilled trade discounts,"12,120,010,380",-,,,,,,
Net deferred tax assets,Net deferred tax assets,Net deferred tax assets,"12,120,010,380",-,"12,120,010,380",-,,,,
Net deferred tax credit to separate income statement,Net deferred tax credit to separate income statement,Net deferred tax credit to separate income statement,,,"12,120,010,380",-,,,,
