row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND,numeric__Năm nay,numeric__Đơn vị tính: VND
Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,Các khoản chi phí bán hàng,110.154.550.796,140.269.244.513,110154550796.0,140269244513.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,68.376.543.000,58.227.638.000,68376543000.0,58227638000.0
"- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu","- Chi phí nguyên liệu, vật liệu",5.470.763.000,5.993.510.000,5470763000.0,5993510000.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,2.518.583.066,1.854.381.801,2518583066.0,1854381801.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,15.643.274.155,64.998.779.482,15643274155.0,64998779482.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,18.145.387.575,9.194.935.230,18145387575.0,9194935230.0
Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,Các khoản chi phí quản lý doanh nghiệp,271.648.890.041,352.058.622.213,271648890041.0,352058622213.0
- Chi phí nhân công,- Chi phí nhân công,- Chi phí nhân công,68.012.974.100,57.649.362.995,68012974100.0,57649362995.0
- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,- Chi phí văn phòng phẩm,4.627.836.981,6.592.223.676,4627836981.0,6592223676.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,22.364.012.170,24.544.394.078,22364012170.0,24544394078.0
- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,- Chi phí dịch vụ mua ngoài,31.006.628.649,20.210.546.061,31006628649.0,20210546061.0
- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,- Chi phí dự phòng phải thu khó đòi,136.275.165.477,235.057.244.004,136275165477.0,235057244004.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,9.362.272.664,8.004.851.399,9362272664.0,8004851399.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,381.803.440.837,492.327.866.726,381803440837.0,492327866726.0
