row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Current year,Previous year,,
Raw materials,Raw materials,Raw materials,"9,031,455,390,754","8,314,573,251,318",,
Labour costs,Labour costs,Labour costs,"204,357,306,100","174,076,596,995",,
Depreciation and amortisation,Depreciation and amortisation,Depreciation and amortisation,"61,991,939,553","64,031,470,234",,
Expenses for external services,Expenses for external services,Expenses for external services,"113,063,622,589","125,650,407,392",,
Others,Others,Others,"264,625,043,324","310,796,454,998",,
TOTAL,TOTAL,TOTAL,"9,675,493,302,320","8,989,128,180,937",,
