row_label_raw,row_label_full,col_0,Currency: VND,Currency: VND_1,numeric__Currency: VND,numeric__Currency: VND_1
,,,Ending balance,Beginning balance,,
Advances to employees,Advances to employees,Advances to employees,"23,188,131,000","18,014,466,383",,
Others,Others,Others,"25,378,423,357","24,710,232,465",,
Other short-term receivables from related parties (Note 32),Other short-term receivables from related parties (Note 32),Other short-term receivables from related parties (Note 32),"371,442,426,544","388,630,515,657",,
TOTAL,TOTAL,TOTAL,"420,008,980,901","431,355,214,505",,
