row_label_raw,row_label_full,col_0,Công cụ và dụng cụ VND,numeric__Công cụ và dụng cụ VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,4.265.119.436,4265119436.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,8.728.071.926,8728071926.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(8.128.179.616),-8128179616.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,4.865.011.746,4865011746.0
