row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,1/1/2017,1/1/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__1/1/2017,numeric__1/1/2017_1
,,,Giá gốc VND,Số có khả năng trả nợ VND,Giá gốc VND,Số có khả năng trả nợ VND,,,,
Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,Công ty Cổ phần May Tiến Phát,142.840.068.160,142.840.068.160,435.553.415,435.553.415,142840068160.0,142840068160.0,435553415.0,435553415.0
Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toàn Thịnh Phát,85.978.322.776,85.978.322.776,-,-,85978322776.0,85978322776.0,,
Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,61.482.237.250,61.482.237.250,738.409.490,738.409.490,61482237250.0,61482237250.0,738409490.0,738409490.0
Ngân hàng TMCP Sài Gòn Thương Tín,Ngân hàng TMCP Sài Gòn Thương Tín,Ngân hàng TMCP Sài Gòn Thương Tín,31.900.000.000,31.900.000.000,31.900.000.000,31.900.000.000,31900000000.0,31900000000.0,31900000000.0,31900000000.0
Công ty TNHH Xây dựng Bình Định,Công ty TNHH Xây dựng Bình Định,Công ty TNHH Xây dựng Bình Định,11.582.640.063,11.582.640.063,-,-,11582640063.0,11582640063.0,,
Công ty Cổ phần Bốn Phương,Công ty Cổ phần Bốn Phương,Công ty Cổ phần Bốn Phương,7.239.414.100,7.239.414.100,-,-,7239414100.0,7239414100.0,,
Công ty TNHH Sản xuất Kinh doanh Hai Thành,Công ty TNHH Sản xuất Kinh doanh Hai Thành,Công ty TNHH Sản xuất Kinh doanh Hai Thành,6.535.450.799,6.535.450.799,6.535.450.799,6.535.450.799,6535450799.0,6535450799.0,6535450799.0,6535450799.0
Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Khu Công nghiệp Thành Thành Công,3.024.889.772,3.024.889.772,-,-,3024889772.0,3024889772.0,,
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,2.334.613.942,2.334.613.942,11.089.891.406,11.089.891.406,2334613942.0,2334613942.0,11089891406.0,11089891406.0
Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,646.587.700,646.587.700,10.069.057.714,10.069.057.714,646587700.0,646587700.0,10069057714.0,10069057714.0
Nhà cung cấp khác,Nhà cung cấp khác,Nhà cung cấp khác,34.664.393.002,34.664.393.002,26.054.498.702,26.054.498.702,34664393002.0,34664393002.0,26054498702.0,26054498702.0
,,,388.228.617.564,388.228.617.564,86.822.861.526,86.822.861.526,388228617564.0,388228617564.0,86822861526.0,86822861526.0
