row_label_raw,row_label_full,col_0,Lãi suất năm,Năm đáo hạn,31/12/2017 VND,1/1/2017 VND,numeric__Lãi suất năm,numeric__Năm đáo hạn,numeric__31/12/2017 VND,numeric__1/1/2017 VND
Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,Trái phiếu phát hành theo mệnh giá cho:,,,,
Ngân hàng TMCP Quốc Tế Việt Nam,Trái phiếu phát hành theo mệnh giá cho: > Ngân hàng TMCP Quốc Tế Việt Nam,Ngân hàng TMCP Quốc Tế Việt Nam,12%,2020,396.121.428.571,194.800.000.000,0.12,2020.0,396121428571.0,194800000000.0
