row_label_raw,row_label_full,col_0,31/12/2017,31/12/2017_1,1/1/2017,1/1/2017_1,numeric__31/12/2017,numeric__31/12/2017_1,numeric__1/1/2017,numeric__1/1/2017_1
,,,Giá gốc VND,Số có khả năng trả nợ VND,Giá gốc VND,Số có khả năng trả nợ VND,,,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,,
Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín,Các công ty con > Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH Quản lý Dịch vụ Địa ốc Sài Gòn Thương Tín,3.796.327.322,3.796.327.322,456.053.880,456.053.880,3796327322.0,3796327322.0,456053880.0,456053880.0
Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Các công ty con > Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,Công ty TNHH MTV Kinh doanh Dịch vụ Địa ốc Sài Gòn Thương Tín,2.334.613.942,2.334.613.942,11.089.891.406,11.089.891.406,2334613942.0,2334613942.0,11089891406.0,11089891406.0
Công ty Cổ phần Thương Tín,Công ty Cổ phần Thương Tín,Công ty Cổ phần Thương Tín,,,,,,,,
Tau Cước,Công ty Cổ phần Thương Tín > Tau Cước,Tau Cước,2.151.040.100,2.151.040.100,-,-,2151040100.0,2151040100.0,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,
Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Các bên liên quan khác > Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,142.840.068.160,142.840.068.160,435.553.415,435.553.415,142840068160.0,142840068160.0,435553415.0,435553415.0
Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Các bên liên quan khác > Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,85.978.322.776,85.978.322.776,-,-,85978322776.0,85978322776.0,,
Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Các bên liên quan khác > Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Máy Tiến Phát Công ty Cổ phần Đầu tư Kiến trúc Xây dựng Toán Thịnh Phát Công ty Cổ phần Khu Công nghiệp Thành Thành Công,3.024.889.772,3.024.889.772,-,-,3024889772.0,3024889772.0,,
Công ty Cổ phần Đầu tư Thành Thành Công,Các bên liên quan khác > Công ty Cổ phần Đầu tư Thành Thành Công,Công ty Cổ phần Đầu tư Thành Thành Công,646.587.700,646.587.700,10.069.057.714,10.069.057.714,646587700.0,646587700.0,10069057714.0,10069057714.0
