row_label_raw,row_label_full,Tạm ứng cho,Dự án,31/12/2017VND,1/1/2017VND,numeric__Dự án,numeric__31/12/2017VND,numeric__1/1/2017VND
Công ty TNHH Sản xuất Kinh doanhHai Thành,Công ty TNHH Sản xuất Kinh doanhHai Thành,Công ty TNHH Sản xuất Kinh doanhHai Thành,"Phát triển 4 khối nhà chung cư thuộc dự án chung cư D1-12 tại Quận 8, thành phố Hồ Chí Minh",156.376.521.830,155.805.704.860,,156376521830.0,155805704860.0
Công ty Dịch vụCông ích Quận 4Công ty Xây DươngCông trình 547,Công ty Dịch vụCông ích Quận 4Công ty Xây DươngCông trình 547,Công ty Dịch vụCông ích Quận 4Công ty Xây DươngCông trình 547,"Phát triển dự án Vĩnh Khánh tại Quận 4, thành phố Hồ Chí MinhPhát triển khu đô thị Cienco 5 tại tỉnh Vĩnh Phúc",20.161.847.3981.620.000.000,20.161.847.3981.620.000.000,,2.0161847398162e+20,2.0161847398162e+20
,,,,178.158.369.228,177.587.552.258,,178158369228.0,177587552258.0
