row_label_raw,row_label_full,Thu từ vay ngắn hạn và dài hạn,33,col_2,2.968.999.745.695,2.597.735.787.223,numeric__33,numeric__col_2,numeric__2.968.999.745.695,numeric__2.597.735.787.223
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(2.137.030.705.856),(2.093.689.181.476),34.0,,-2137030705856.0,-2093689181476.0
Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,,(262.089.672),(262.089.672),35.0,,-262089672.0,-262089672.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,,831.706.950.167,503.784.516.075,40.0,,831706950167.0,503784516075.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,(383.604.934.931),315.812.738.724,50.0,,-383604934931.0,315812738724.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,438.573.747.736,122.761.009.012,60.0,,438573747736.0,122761009012.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),70,4,54.968.812.805,438.573.747.736,70.0,4.0,54968812805.0,438573747736.0
