row_label_raw,row_label_full,Góp vốn,-,1.000.000.000,numeric__-,numeric__1.000.000.000
Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,9.974.556.579,4.513.384.847,9974556579.0,4513384847.0
Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,Bán hàng hóa và dịch vụ,1.253.998.805,684.750.000,1253998805.0,684750000.0
