row_label_raw,row_label_full,col_0,1/1/2017 > Giá trịghí sốVND,1/1/2017 > Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2017 > Giá trịghi sốVND,31/12/2017 > Số có khả năngtrả nợVND,numeric__1/1/2017 > Giá trịghí sốVND,numeric__1/1/2017 > Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2017 > Giá trịghi sốVND,numeric__31/12/2017 > Số có khả năngtrả nợVND
Vay ngắn hạn (*),Vay ngắn hạn (*),Vay ngắn hạn (*),398.562.081.944,398.562.081.944,2.271.132.928.638,(1.867.497.314.365),802.197.696.217,802.197.696.217,398562081944.0,398562081944.0,2271132928638.0,-1867497314365.0,802197696217.0,802197696217.0
Trải phiếu thường ngắn hạn (**),Trải phiếu thường ngắn hạn (**),Trải phiếu thường ngắn hạn (**),-,-,300.000.000.000,-,300.000.000.000,300.000.000.000,,,300000000000.0,,300000000000.0,300000000000.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,209.055.445.911,209.055.445.911,199.814.480.795,(191.824.052.464),217.045.874.242,217.045.874.242,209055445911.0,209055445911.0,199814480795.0,-191824052464.0,217045874242.0,217045874242.0
Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng,262.089.672,262.089.672,262.089.676,(262.089.672),262.089.676,262.089.676,262089672.0,262089672.0,262089676.0,-262089672.0,262089676.0,262089676.0
,,,607.879.617.527,607.879.617.527,2.771.209.499.109,(2.059.583.456.501),1.319.505.660.135,1.319.505.660.135,607879617527.0,607879617527.0,2771209499109.0,-2059583456501.0,1319505660135.0,1319505660135.0
