row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2017VND > -,Số phải nộp trong năm VND > 115.205.787.528,Số đã nộp trong năm VND > (845.084.229),Cán trừ VND > (114.360.703.299),31/12/2017VND > -,numeric__1/1/2017VND > -,numeric__Số phải nộp trong năm VND > 115.205.787.528,numeric__Số đã nộp trong năm VND > (845.084.229),numeric__Cán trừ VND > (114.360.703.299),numeric__31/12/2017VND > -
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,5.795.529.510,27.732.428.570,(18.170.337.635),-,15.357.620.445,5795529510.0,27732428570.0,-18170337635.0,,15357620445.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.357.550.541,14.196.808.666,(13.316.152.454),-,2.238.206.753,1357550541.0,14196808666.0,-13316152454.0,,2238206753.0
Các thuế khác,Các thuế khác,Các thuế khác,-,3.000.000,(3.000.000),-,-,,3000000.0,-3000000.0,,
,,,7.153.080.051,157.138.024.764,(32.334.574.318),(114.360.703.299),17.595.827.198,7153080051.0,157138024764.0,-32334574318.0,-114360703299.0,17595827198.0
