row_label_raw,row_label_full,Tại ngày cuối năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
Tiền và tương đương tiền,Tiền và tương đương tiền,Tiền và tương đương tiền,5.528.283.614.830,-,-,5.528.283.614.830,5528283614830.0,,,5528283614830.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",3.112.222.376.839,312.716.612.061,-,3.424.938.988.900,3112222376839.0,312716612061.0,,3424938988900.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,10.547.546.310,888.872.715.844,-,899.420.262.154,10547546310.0,888872715844.0,,899420262154.0
Đầu tư ngắn hạn,Đầu tư ngắn hạn,Đầu tư ngắn hạn,10.764.818.918.992,-,-,10.764.818.918.992,10764818918992.0,,,10764818918992.0
Đầu tư dài hạn,Đầu tư dài hạn,Đầu tư dài hạn,-,216.940.539.200,2.972.417.107.429,3.189.357.646.629,,216940539200.0,2972417107429.0,3189357646629.0
Cộng,Cộng,Cộng,19.415.872.456.971,1.418.529.867.105,2.972.417.107.429,23.806.819.431.505,19415872456971.0,1418529867105.0,2972417107429.0,23806819431505.0
