row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Đơn vị tính: VND > 31/12/2020,Đơn vị tính: VND > 01/01/2020,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Đơn vị tính: VND > 31/12/2020,numeric__Đơn vị tính: VND > 01/01/2020
200,200,200,B. TÀI SẢN DÀI HẠN,,58.111.382.571.363,57.447.216.945.365,,,58111382571363.0,57447216945365.0
210,210,210,I. Các khoản phải thu dài hạn,,736.244.027.770,741.051.795.456,,,736244027770.0,741051795456.0
211,211,211,1. Phải thu dài hạn của khách hàng,V.03,-,-,,,,
212,211 > 212,212,2. Trả trước cho người bán dài hạn,V.04,76.231.460.209,76.087.942.202,,,76231460209.0,76087942202.0
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,-,-,,,,
214,214,214,4. Phải thu nội bộ dài hạn,,-,-,,,,
215,214 > 215,215,3. Phải thu về cho vay dài hạn,V.05,888.872.715.844,980.833.320.684,,,888872715844.0,980833320684.0
216,214 > 216,216,4. Phải thu dài hạn khác,V.06,236.485.151.852,193.644.714.486,,,236485151852.0,193644714486.0
219,214 > 219,219,5. Dự phòng phải thu dài hạn khó đòi (*),,(465.345.300.135),(509.514.181.916),,,-465345300135.0,-509514181916.0
220,214 > 220,220,II. Tài sản cố định,,30.562.373.856.095,27.698.715.825.244,,,30562373856095.0,27698715825244.0
221,214 > 221,221,1. Tài sản cố định hữu hình,V.11,30.447.298.572.262,27.580.418.871.645,,,30447298572262.0,27580418871645.0
222,214 > 222,222,- Nguyên giá,,45.226.523.489.496,40.834.566.234.145,,,45226523489496.0,40834566234145.0
223,214 > 223,223,- Giá trị hao mòn lũy kế,,(14.779.224.917.234),(13.254.147.362.500),,,-14779224917234.0,-13254147362500.0
224,214 > 224,224,2. Tài sản cố định thuê tài chính,V.13,1.225.133.333,-,,,1225133333.0,
225,214 > 225,225,- Nguyên giá,,1.251.200.000,-,,,1251200000.0,
226,214 > 226,226,- Giá trị hao mòn lũy kế,,(26.066.667),-,,,-26066667.0,
227,214 > 227,227,3. Tài sản cố định vô hình,V.12,113.850.150.500,118.296.953.599,,,113850150500.0,118296953599.0
228,214 > 228,228,- Nguyên giá,,185.271.829.046,182.547.562.368,,,185271829046.0,182547562368.0
229,214 > 229,229,- Giá trị hao mòn lũy kế,,(71.421.678.546),(64.250.608.769),,,-71421678546.0,-64250608769.0
230,214 > 230,230,III. Bất động sản đầu tư,V.14,1.476.180.958.452,1.345.307.408.338,,,1476180958452.0,1345307408338.0
231,214 > 231,231,- Nguyên giá,,2.057.205.481.486,1.824.485.029.827,,,2057205481486.0,1824485029827.0
232,214 > 232,232,- Giá trị hao mòn lũy kế,,(581.024.523.034),(479.177.621.489),,,-581024523034.0,-479177621489.0
240,214 > 240,240,IV. Tài sản dở dang dài hạn,V.15,18.001.721.557.036,21.744.568.006.262,,,18001721557036.0,21744568006262.0
241,214 > 241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,94.510.332.841,145.694.093.360,,,94510332841.0,145694093360.0
242,214 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,17.907.211.224.195,21.598.873.912.902,,,17907211224195.0,21598873912902.0
250,214 > 250,250,V. Đầu tư tài chính dài hạn,V.02,3.163.027.862.580,3.430.613.964.596,,,3163027862580.0,3430613964596.0
252,214 > 252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,2.617.891.001.807,2.616.617.028.992,,,2617891001807.0,2616617028992.0
253,214 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,,354.526.105.622,274.723.400.907,,,354526105622.0,274723400907.0
254,214 > 254,254,3. Dự phòng đầu tư tài chính dài hạn (*),,(26.329.784.049),(31.557.012.104),,,-26329784049.0,-31557012104.0
255,214 > 255,255,4. Đầu tư nằm giữ đến ngày đáo hạn,,216.940.539.200,570.830.546.801,,,216940539200.0,570830546801.0
260,214 > 260,260,VI. Tài sản dài hạn khác,,4.171.834.309.430,2.486.959.945.469,,,4171834309430.0,2486959945469.0
261,214 > 261,261,1. Chi phí trả trước dài hạn,V.09,3.780.113.336.957,2.339.941.806.961,,,3780113336957.0,2339941806961.0
262,214 > 262,262,2. Tài sản thuế thu nhập hoãn lại,V.16,319.321.450.276,85.807.818.011,,,319321450276.0,85807818011.0
263,214 > 263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,66.807.658.915,45.721.090.866,,,66807658915.0,45721090866.0
268,268,268,4. Tài sản dài hạn khác,,-,-,,,,
269,268 > 269,269,5. Lợi thế thương mại,V.17,5.591.863.282,15.489.229.631,,,5591863282.0,15489229631.0
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,80.278.179.092.452,78.517.039.939.639,,,80278179092452.0,78517039939639.0
