row_label_raw,row_label_full,03. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
- Doanh thu thuần sản xuất và kinh doanh mù cao su,- Doanh thu thuần sản xuất và kinh doanh mù cao su,- Doanh thu thuần sản xuất và kinh doanh mù cao su,12.713.902.689.901,12.757.045.894.328,12713902689901.0,12757045894328.0
- Doanh thu thuần sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu thuần sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu thuần sản xuất và kinh doanh các sản phẩm từ cao su,2.166.292.812.428,1.092.288.197.971,2166292812428.0,1092288197971.0
- Doanh thu thuần chế biến gỗ,- Doanh thu thuần chế biến gỗ,- Doanh thu thuần chế biến gỗ,3.389.657.857.531,3.681.408.099.020,3389657857531.0,3681408099020.0
"- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu thuần kinh doanh bất động sản, cơ sở hạ tầng",890.805.338.062,1.011.322.652.407,890805338062.0,1011322652407.0
- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu thuần dịch vụ duy tu bảo dưỡng hạ tầng KCN,28.652.483.891,30.828.758.250,28652483891.0,30828758250.0
"- Doanh thu thuần dịch vụ kinh doanh điện, nước","- Doanh thu thuần dịch vụ kinh doanh điện, nước","- Doanh thu thuần dịch vụ kinh doanh điện, nước",191.765.080.887,22.254.529.515,191765080887.0,22254529515.0
"- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu thuần dịch vụ du lịch, nhà hàng, khách sạn",701.082.692,2.516.647.328,701082692.0,2516647328.0
- Doanh thu thuần từ kinh doanh điện năng,- Doanh thu thuần từ kinh doanh điện năng,- Doanh thu thuần từ kinh doanh điện năng,338.920.429.814,427.633.529.167,338920429814.0,427633529167.0
- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu thuần bán hàng hóa và cung cấp dịch vụ khác,1.395.616.575.610,778.696.332.917,1395616575610.0,778696332917.0
Cộng,Cộng,Cộng,21.116.314.350.816,19.803.994.640.903,21116314350816.0,19803994640903.0
