row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,320.866.181.336,343.559.464.901,320866181336.0,343559464901.0
Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,198.997.737.999,184.718.020.049,198997737999.0,184718020049.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",315.881.418.972,379.356.088.631,315881418972.0,379356088631.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,46.216.315.083,22.651.787.446,46216315083.0,22651787446.0
"Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ","Phải thu khách hàng mua cây cao su thanh lý, gấy đồ",23.446.581.719,89.826.525.674,23446581719.0,89826525674.0
"Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",1.090.300.200,930.092.097,1090300200.0,930092097.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",9.710.983.312,44.316.223.541,9710983312.0,44316223541.0
"Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình",273.711.250,84.621.250,273711250.0,84621250.0
Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,Phải thu khách hàng về hoạt động chuyển nhượng bất động sản,4.166.068,6.228.722.729,4166068.0,6228722729.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",97.059.732.638,72.301.105.634,97059732638.0,72301105634.0
Phải thu khách hàng hoạt động cho thuê tải sản,Phải thu khách hàng hoạt động cho thuê tải sản,Phải thu khách hàng hoạt động cho thuê tải sản,5.027.690.252,1.200.631.656,5027690252.0,1200631656.0
"Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn",-,5.489.116,,5489116.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",267.133.678.982,245.914.381.125,267133678982.0,245914381125.0
Cộng,Cộng,Cộng,1.285.708.497.811,1.391.093.153.849,1285708497811.0,1391093153849.0
