row_label_raw,row_label_full,04.2. Trả trước cho người bán dài hạn,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Trả trước người bán về hàng hóa nội địa,Trả trước người bán về hàng hóa nội địa,Trả trước người bán về hàng hóa nội địa,344.914.185,346.181.160,344914185.0,346181160.0
"Trả trước người bán về thi công, xây lắp công trình xây dựng","Trả trước người bán về thi công, xây lắp công trình xây dựng","Trả trước người bán về thi công, xây lắp công trình xây dựng",191.700.000,191.700.000,191700000.0,191700000.0
Trả trước người bán khác,Trả trước người bán khác,Trả trước người bán khác,75.694.846.024,75.550.061.042,75694846024.0,75550061042.0
Cộng,Cộng,Cộng,76.231.460.209,76.087.942.202,76231460209.0,76087942202.0
