row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020,Năm 2019,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020,numeric__Năm 2019
1,1,1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,21.140.408.643.143,19.824.571.120.198,,,21140408643143.0,19824571120198.0
2,2,2,2. Các khoản giảm trừ doanh thu,VI.02,24.094.292.327,20.576.479.295,,,24094292327.0,20576479295.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,21.116.314.350.816,19.803.994.640.903,,,21116314350816.0,19803994640903.0
11,11,11,4. Giá vốn hàng bán,VI.04,16.517.119.117.612,15.181.007.915.080,,,16517119117612.0,15181007915080.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (10 - 11),,4.599.195.233.204,4.622.986.725.823,,,4599195233204.0,4622986725823.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.05,2.968.395.937.100,731.503.482.589,,,2968395937100.0,731503482589.0
22,22,22,7. Chi phí tài chính,VI.06,867.058.667.345,791.941.121.240,,,867058667345.0,791941121240.0
23,23,23,Trong đó: Chi phí lãi vay,,726.129.832.902,661.091.404.583,,,726129832902.0,661091404583.0
24,24,24,"8. Phản lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,319.423.213.015,413.725.488.527,,,319423213015.0,413725488527.0
25,25,25,9. Chi phí bán hàng,VI.08,442.912.025.818,428.985.755.430,,,442912025818.0,428985755430.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.09,1.774.060.277.264,1.629.362.325.645,,,1774060277264.0,1629362325645.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,4.802.983.412.892,2.917.926.494.624,,,4802983412892.0,2917926494624.0
31,31,31,12. Thu nhập khác,VI.10,1.469.460.910.652,1.923.461.761.424,,,1469460910652.0,1923461761424.0
32,32,32,13. Chi phí khác,VI.11,361.269.541.616,186.076.522.849,,,361269541616.0,186076522849.0
40,40,40,14. Lợi nhuận khác (31 - 32),,1.108.191.369.036,1.737.385.238.575,,,1108191369036.0,1737385238575.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,5.911.174.781.928,4.655.311.733.199,,,5911174781928.0,4655311733199.0
51,51,51,16. Chi phí thuế TNDN hiện hành,VI.12,1.097.558.697.209,857.705.225.613,,,1097558697209.0,857705225613.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,VI.13,(262.737.526.531),(35.751.304.570),,,-262737526531.0,-35751304570.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,5.076.353.611.250,3.833.357.812.156,,,5076353611250.0,3833357812156.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,3.770.729.889.631,3.250.179.658.471,,,3770729889631.0,3250179658471.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.305.623.721.619,583.178.153.685,,,1305623721619.0,583178153685.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,,943,813,,,943.0,813.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,,943,813,,,943.0,813.0
