row_label_raw,row_label_full,05. Doanh thu hoạt động tài chính:,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
"- Lãi tiền gửi, tiền cho vay","- Lãi tiền gửi, tiền cho vay","- Lãi tiền gửi, tiền cho vay",806.105.238.807,644.628.405.129,806105238807.0,644628405129.0
- Lãi bán các khoản đầu tư,- Lãi bán các khoản đầu tư,- Lãi bán các khoản đầu tư,2.056.043.625.594,24.477.458.673,2056043625594.0,24477458673.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",19.319.823.859,2.931.566.906,19319823859.0,2931566906.0
- Lãi bán ngoại tệ,- Lãi bán ngoại tệ,- Lãi bán ngoại tệ,30.331.724,811.316.791,30331724.0,811316791.0
- Lãi chênh lệch tỷ giá,- Lãi chênh lệch tỷ giá,- Lãi chênh lệch tỷ giá,44.292.979.087,30.612.446.017,44292979087.0,30612446017.0
"- Lãi bán hàng trả chậm, chiết khấu thanh toán","- Lãi bán hàng trả chậm, chiết khấu thanh toán","- Lãi bán hàng trả chậm, chiết khấu thanh toán",3.601.685.558,-,3601685558.0,
- Doanh thu hoạt động tài chính khác/ Các khoản ghi giảm doanh thu TC,- Doanh thu hoạt động tài chính khác/ Các khoản ghi giảm doanh thu TC,- Doanh thu hoạt động tài chính khác/ Các khoản ghi giảm doanh thu TC,39.002.252.471,28.042.289.073,39002252471.0,28042289073.0
Cộng,Cộng,Cộng,2.968.395.937.100,731.503.482.589,2968395937100.0,731503482589.0
