row_label_raw,row_label_full,24.2. Chi tiết vốn góp của chủ sở hữu,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
- Chỉ sự nghiệp,25. Nguồn kinh phí > - Chỉ sự nghiệp,- Chỉ sự nghiệp,(77.911.130.375),(57.653.781.019),-77911130375.0,-57653781019.0
- Nguồn kinh phí còn lại cuối năm,25. Nguồn kinh phí > - Nguồn kinh phí còn lại cuối năm,- Nguồn kinh phí còn lại cuối năm,(103.762.566.063),(103.318.115.747),-103762566063.0,-103318115747.0
26. Các khoản mục ngoài Bảng Cân đối kế toán hợp nhất,26. Các khoản mục ngoài Bảng Cân đối kế toán hợp nhất,26. Các khoản mục ngoài Bảng Cân đối kế toán hợp nhất,31/12/2020,01/01/2020,,
a. Tài sản thuê ngoài,a. Tài sản thuê ngoài,a. Tài sản thuê ngoài,,,,
b. Tài sản nhận giữ hộ,a. Tài sản thuê ngoài > b. Tài sản nhận giữ hộ,b. Tài sản nhận giữ hộ,131.433.689.253,207.787.896.862,131433689253.0,207787896862.0
"- Vật tư hàng hóa nhận giữ hộ, nhận gia công","a. Tài sản thuê ngoài > - Vật tư hàng hóa nhận giữ hộ, nhận gia công","- Vật tư hàng hóa nhận giữ hộ, nhận gia công",131.433.689.253,207.787.896.862,131433689253.0,207787896862.0
"- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cổ, thế chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cổ, thế chấp","- Hàng hóa nhận bán hộ, nhận ký gửi, nhận cảm cổ, thế chấp",,,,
c. Ngoại tệ các loại,c. Ngoại tệ các loại,c. Ngoại tệ các loại,,,,
- Ngoại tệ USD,c. Ngoại tệ các loại > - Ngoại tệ USD,- Ngoại tệ USD,39.607.605,20.086.490,39607605.0,20086490.0
- Ngoại tệ EUR,c. Ngoại tệ các loại > - Ngoại tệ EUR,- Ngoại tệ EUR,562,1.397,562.0,1397.0
- Ngoại tệ KHR,c. Ngoại tệ các loại > - Ngoại tệ KHR,- Ngoại tệ KHR,1.392.120.868,364.162.592,1392120868.0,364162592.0
- Ngoại tệ khác,c. Ngoại tệ các loại > - Ngoại tệ khác,- Ngoại tệ khác,240.273,240.261,240273.0,240261.0
d. Nợ khó đòi đã xử lý,c. Ngoại tệ các loại > d. Nợ khó đòi đã xử lý,d. Nợ khó đòi đã xử lý,64.858.239.246,25.330.209.224,64858239246.0,25330209224.0
