row_label_raw,row_label_full,col_0,col_1,VND,VND_1,numeric__col_1,numeric__VND,numeric__VND_1
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải thu khách hàng,-,33.270.875.005,,,33270875005.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Người mua trả tiền trước,20.095.181.700,2.051.110.950,,20095181700.0,2051110950.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải thu khác,3.460.478.418,-,,3460478418.0,
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải trả khác,1.002.769.590,-,,1002769590.0,
Công ty CP Chỉ sợi Cao su VRG Sa do,Công ty CP Chỉ sợi Cao su VRG Sa do,Công ty CP Chỉ sợi Cao su VRG Sa do,Phải thu khách hàng,50.808.407.720,56.389.892.220,,50808407720.0,56389892220.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Phải thu khách hàng,91.932.700,-,,91932700.0,
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Trả trước người bán,77.031.900,-,,77031900.0,
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Phải trả người bán,347.380.000,164.829.500,,347380000.0,164829500.0
Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Trả trước người bán,-,9.468.573.000,,,9468573000.0
Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Công ty CP ĐTPT VRG Long Thành,Phải trả người bán,11.468.573.000,-,,11468573000.0,
Xí Nghiệp liên doanh Visorutex,Xí Nghiệp liên doanh Visorutex,Xí Nghiệp liên doanh Visorutex,Phải thu khách hàng,146.124.000,-,,146124000.0,
Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Phải thu khách hàng,694.842.759,-,,694842759.0,
