row_label_raw,row_label_full,01. Doanh thu bán hàng và cung cấp dịch vụ,Năm 2020,Năm 2019,numeric__Năm 2020,numeric__Năm 2019
- Doanh thu sản xuất và kinh doanh mủ cao su,- Doanh thu sản xuất và kinh doanh mủ cao su,- Doanh thu sản xuất và kinh doanh mủ cao su,12.737.996.982.228,12.777.622.373.623,12737996982228.0,12777622373623.0
- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,- Doanh thu sản xuất và kinh doanh các sản phẩm từ cao su,2.166.292.812.428,1.092.288.197.971,2166292812428.0,1092288197971.0
- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,- Doanh thu chế biến gỗ,3.389.657.857.531,3.681.408.099.020,3389657857531.0,3681408099020.0
"- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng","- Doanh thu kinh doanh bất động sản, cơ sở hạ tầng",890.805.338.062,1.011.322.652.407,890805338062.0,1011322652407.0
- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,- Doanh thu dịch vụ duy tu bảo dưỡng hạ tầng KCN,28.652.483.891,30.828.758.250,28652483891.0,30828758250.0
"- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước","- Doanh thu dịch vụ kinh doanh điện, nước",191.765.080.887,22.254.529.515,191765080887.0,22254529515.0
"- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn","- Doanh thu dịch vụ du lịch, nhà hàng, khách sạn",701.082.692,2.516.647.328,701082692.0,2516647328.0
- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,- Doanh thu từ kinh doanh điện năng,338.920.429.814,427.633.529.167,338920429814.0,427633529167.0
- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,- Doanh thu bán hàng hóa và cung cấp dịch vụ khác,1.395.616.575.610,778.696.332.917,1395616575610.0,778696332917.0
Cộng,Cộng,Cộng,21.140.408.643.143,19.824.571.120.198,21140408643143.0,19824571120198.0
