row_label_raw,row_label_full,col_0,Giá gốc,phương phápVCSH,Giá trị hợp lý,Giá gốc_1,phương phápVCSH_1,Giá trị hợp lý_1,numeric__Giá gốc,numeric__phương phápVCSH,numeric__Giá trị hợp lý,numeric__Giá gốc_1,numeric__phương phápVCSH_1,numeric__Giá trị hợp lý_1
"02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết","02.2. Đầu tư vào công ty liên doanh, liên kết",2.028.843.188.412,589.047.813.395,2.617.891.001.807,2.298.683.008.705,317.934.020.287,2.616.617.028.992,2028843188412.0,589047813395.0,2617891001807.0,2298683008705.0,317934020287.0,2616617028992.0
Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,Công ty Cổ phần Thống Nhất,48.139.152.723,52.708.141.300,100.847.294.023,48.139.152.723,17.199.371.202,65.338.523.925,48139152723.0,52708141300.0,100847294023.0,48139152723.0,17199371202.0,65338523925.0
Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,Công ty Cổ phần Đầu tư Xây dựng Cao su,-,-,-,34.588.899.115,9.702.217.069,44.291.116.184,,,,34588899115.0,9702217069.0,44291116184.0
Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,Công ty Cổ phần Xây dựng & Tư vấn Đầu tư,-,-,-,12.410.005.017,(9.198.371.579),3.211.633.438,,,,12410005017.0,-9198371579.0,3211633438.0
Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,Công ty TNHH Nghiên cứu Khoa học & SXTN Cao su Visorutex,8.749.737.281,(2.149.082.502),6.600.654.779,8.749.737.281,(1.728.254.638),7.021.482.643,8749737281.0,-2149082502.0,6600654779.0,8749737281.0,-1728254638.0,7021482643.0
Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,Công ty Cổ phần Đầu tư Xây dựng Cơ sở Hạ tầng Bình Phước,58.397.844.479,40.192.373.022,98.590.217.501,58.397.844.479,47.566.010.414,105.963.854.893,58397844479.0,40192373022.0,98590217501.0,58397844479.0,47566010414.0,105963854893.0
ĐT.741,ĐT.741,ĐT.741,26.350.000.000,35.165.327.324,61.515.327.324,26.350.000.000,22.159.991.782,48.509.991.782,26350000000.0,35165327324.0,61515327324.0,26350000000.0,22159991782.0,48509991782.0
Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,Công ty Cổ phần Gỗ MDF VRG - Dongwha,1.004.392.840.663,229.689.159.755,1.234.082.000.418,1.004.392.840.663,239.759.984.108,1.244.152.824.771,1004392840663.0,229689159755.0,1234082000418.0,1004392840663.0,239759984108.0,1244152824771.0
Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,Công ty Đầu tư Phát triển VRG Long Thành,33.028.561.253,239.440.504.472,272.469.065.725,33.028.561.253,26.126.124.602,59.154.685.855,33028561253.0,239440504472.0,272469065725.0,33028561253.0,26126124602.0,59154685855.0
Công ty Cổ phần Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,Công ty Cổ phần Đầu tư Sài Gòn VRG,-,-,-,214.365.645.090,61.557.460.133,275.923.105.223,,,,214365645090.0,61557460133.0,275923105223.0
Minh,Minh,Minh,95.141.496.684,(59.060.824.767),36.080.671.917,95.141.496.684,(10.083.346.288),85.058.150.396,95141496684.0,-59060824767.0,36080671917.0,95141496684.0,-10083346288.0,85058150396.0
Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,Công ty Cổ phần Cao su Bến Thành,57.440.573.000,42.316.099.937,99.756.672.937,57.440.573.000,41.423.659.066,98.864.232.066,57440573000.0,42316099937.0,99756672937.0,57440573000.0,41423659066.0,98864232066.0
Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,Công ty Cổ phần Xây dựng Cao su Đồng Nai,9.768.852.055,13.042.678.913,22.811.530.968,9.768.852.055,677.999.965,10.446.852.020,9768852055.0,13042678913.0,22811530968.0,9768852055.0,677999965.0,10446852020.0
Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,Công ty Cổ phần Lộc Thịnh,36.000.000.000,76.495.263.115,112.495.263.115,36.000.000.000,188.707.589,36.188.707.589,36000000000.0,76495263115.0,112495263115.0,36000000000.0,188707589.0,36188707589.0
Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,Công ty Cổ phần Chi sợi Cao su V.R.G SA DO,150.850.230.247,(150.506.965.446),343.264.801,150.850.230.247,(123.901.932.401),26.948.297.846,150850230247.0,-150506965446.0,343264801.0,150850230247.0,-123901932401.0,26948297846.0
Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,Công ty Cổ phần Chế biến gỗ Cao su Chư Pãh,8.086.578.953,(323.165.518),7.763.413.435,8.086.578.953,84.650.278,8.171.229.231,8086578953.0,-323165518.0,7763413435.0,8086578953.0,84650278.0,8171229231.0
Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,Công ty Cổ phần Phát triển Nông nghiệp Việt Mỹ Hà Tĩnh,4.176.773.239,(257.064.767),3.919.708.472,4.176.773.239,(93.036.072),4.083.737.167,4176773239.0,-257064767.0,3919708472.0,4176773239.0,-93036072.0,4083737167.0
Uyên,Uyên,Uyên,80.000.000.000,16.853.498,80.016.853.498,80.000.000.000,23.028.468,80.023.028.468,80000000000.0,16853498.0,80016853498.0,80000000000.0,23028468.0,80023028468.0
Công ty Cổ phần Khu Công nghiệp Hồ Nai,Công ty Cổ phần Khu Công nghiệp Hồ Nai,Công ty Cổ phần Khu Công nghiệp Hồ Nai,-,-,-,48.449.865.353,20.272.989.673,68.722.855.026,,,,48449865353.0,20272989673.0,68722855026.0
Công ty cổ phần cao su Dầu Tiếng Việt Lào,Công ty cổ phần cao su Dầu Tiếng Việt Lào,Công ty cổ phần cao su Dầu Tiếng Việt Lào,368.345.953.553,(22.961.891.880),345.384.061.673,368.345.953.553,(23.803.233.082),344.542.720.471,368345953553.0,-22961891880.0,345384061673.0,368345953553.0,-23803233082.0,344542720471.0
Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,Công ty CP Phát triển Đô thị và KCN Cao su Việt Nam,39.974.594.282,95.240.406.939,135.215.001.221,-,-,-,39974594282.0,95240406939.0,135215001221.0,,,
