row_label_raw,row_label_full,a. Tài sản thuế thu nhập hoãn lại,319.321.450.276,85.807.818.011,numeric__319.321.450.276,numeric__85.807.818.011
- Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,- Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,- Thuế suất thuế TNDN sử dụng để xác định giá trị tài sản thuế thu nhập hoãn lại,20%,20%,0.2,0.2
- Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,- Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,- Tài sản thuế thu nhập hoãn lại liên quan đến khoản chênh lệch tạm thời được khấu trừ,319.321.450.276,85.807.818.011,319321450276.0,85807818011.0
17. Lợi thế thương mại,17. Lợi thế thương mại,17. Lợi thế thương mại,31/12/2020,01/01/2020,,
- Lợi thế thương mại đầu năm,17. Lợi thế thương mại > - Lợi thế thương mại đầu năm,- Lợi thế thương mại đầu năm,15.489.229.631,31.555.035.363,15489229631.0,31555035363.0
- Lợi thế thương mại đã phân bổ trong năm,17. Lợi thế thương mại > - Lợi thế thương mại đã phân bổ trong năm,- Lợi thế thương mại đã phân bổ trong năm,(9.897.366.349),(16.065.805.732),-9897366349.0,-16065805732.0
Lợi thế thương mại cuối năm,17. Lợi thế thương mại > Lợi thế thương mại cuối năm,Lợi thế thương mại cuối năm,5.591.863.282,15.489.229.631,5591863282.0,15489229631.0
