row_label_raw,row_label_full,02.1. Chứng khoán kinh doanh,31/12/2020 > Giá gốc,31/12/2020 > Dự phòng,31/12/2020 > Giá trị hợp lý,01/01/2020 > Giá gốc,01/01/2020 > Dự phòng,01/01/2020 > Giá trị hợp lý,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Dự phòng,numeric__31/12/2020 > Giá trị hợp lý,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Dự phòng,numeric__01/01/2020 > Giá trị hợp lý
Công ty CP Xi măng Sài Sơn (SCJ),Công ty CP Xi măng Sài Sơn (SCJ),Công ty CP Xi măng Sài Sơn (SCJ),,,,1.186.747.500,(1.060.747.500),126.000.000,,,,1186747500.0,-1060747500.0,126000000.0
Công ty CP Phát triển Đô thị Kinh Bắc (KBC),Công ty CP Phát triển Đô thị Kinh Bắc (KBC),Công ty CP Phát triển Đô thị Kinh Bắc (KBC),,,,2.934.236.720,(2.007.236.720),927.000.000,,,,2934236720.0,-2007236720.0,927000000.0
(ITA),(ITA),(ITA),,,,1.442.160.000,(1.244.476.800),197.683.200,,,,1442160000.0,-1244476800.0,197683200.0
Ngân hàng Thương mại Cổ phần Á Châu (ACB),Ngân hàng Thương mại Cổ phần Á Châu (ACB),Ngân hàng Thương mại Cổ phần Á Châu (ACB),,,,3.847.587,(792.387),3.055.200,,,,3847587.0,-792387.0,3055200.0
Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội (SHB),,,,396.792,(19.792),377.000,,,,396792.0,-19792.0,377000.0
(CSM),(CSM),(CSM),,,,28.400.000,,28.400.000,,,,28400000.0,,28400000.0
Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,Công ty Cổ phần Địa ốc MB,1.095.397.161,,1.095.397.161,1.095.397.161,,1.095.397.161,1095397161.0,,1095397161.0,1095397161.0,,1095397161.0
Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),Công ty Cổ phần Công nghiệp mới Kim Tự Tháp (OTC),68.237.000,(68.237.000),,68.237.000,(68.237.000),,68237000.0,-68237000.0,,68237000.0,-68237000.0,
Cộng,Cộng,Cộng,1.163.634.161,(68.237.000),1.095.397.161,6.759.422.760,(4.381.510.199),2.377.912.561,1163634161.0,-68237000.0,1095397161.0,6759422760.0,-4381510199.0,2377912561.0
