row_label_raw,row_label_full,STT,Tên công ty,Báo cáo tài chính tham gia hợp nhất,numeric__Tên công ty,numeric__Báo cáo tài chính tham gia hợp nhất
62,62,62,Công ty CP Cao su Kỹ Thuật Đồng Phú,Báo cáo tài chính đã được kiểm toán,,
63,63,63,Công ty CP Cao su Bảo Lâm,Báo cáo tài chính đã được kiểm toán,,
64,64,64,Công ty CP KCN An Điền,Báo cáo tài chính đã được kiểm toán,,
65,65,65,Công ty CP Gỗ MDF VRG Kiên Giang,Báo cáo tài chính đã được kiểm toán,,
66,66,66,Công ty CP ĐTXD Cao su Phú Thịnh,Báo cáo tài chính đã được kiểm toán,,
67,67,67,Công ty CP Cao su Đồng Phú Đắk Nông,Báo cáo tài chính đã được kiểm toán,,
68,68,68,Công ty CP CB XNK Gỗ Tây Ninh,Báo cáo tài chính đã được kiểm toán,,
69,69,69,Công ty CP Cơ khí Vận tải CS Dầu Tiếng,Báo cáo tài chính đã được kiểm toán,,
70,70,70,Công ty CP Phân bón TM Phú Thịnh,Báo cáo tài chính,,
71,71,71,Công ty CP Cao su Lai Châu II,Báo cáo tài chính đã được kiểm toán,,
72,72,72,Công ty Cp Cao su Bà Rịa Kampongthom,Báo cáo tài chính hợp nhất đã được kiểm toán,,
73,73,73,Công ty CP CS Chư sẽ Kampongthom,Báo cáo tài chính hợp nhất đã được kiểm toán,,
74,74,74,Công ty CP CS Mang Yang Ratanakiri,Báo cáo tài chính hợp nhất đã được kiểm toán,,
75,75,75,Công ty CP Phân vi sinh Quảng Trị,Báo cáo tài chính đã được kiểm toán,,
76,76,76,Công ty TNHH PT Cao su Phước Hòa Kampongthom,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
77,77,77,Công ty CP KCN Bắc Đồng Phú,Báo cáo tài chính đã được kiểm toán,,
78,78,78,Công ty CP KCN Cao su Bình Long,Báo cáo tài chính đã được kiểm toán,,
79,79,79,Công ty CP Cao su Yên Bái,Báo cáo tài chính đã được kiểm toán,,
80,80,80,Công ty CP Cao su Dầu Tiếng Lào Cai,Báo cáo tài chính đã được kiểm toán,,
81,81,81,Công ty CP Cao su KrôngBuk Ratanakiri,Báo cáo tài chính hợp nhất đã được kiểm toán,,
82,82,82,Công ty CP CS Chư Prông Strung Cheng,Báo cáo tài chính hợp nhất đã được kiểm toán,,
83,83,83,Công ty CP CS Dầu Tiếng Kratie,Báo cáo tài chính hợp nhất đã được kiểm toán,,
84,84,84,Công ty CP Cao su Dầu Tiếng Campuchia,Báo cáo tài chính hợp nhất đã được kiểm toán,,
85,85,85,Công ty CP Chế biến Gỗ Cao su Đồng Nai,Báo cáo tài chính đã được kiểm toán,,
86,86,86,Công ty TNHH Phát Triển Cao Su CRCK - Chư Pãh,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
87,87,87,Công ty CP KCN Tân Bình,Báo cáo tài chính đã được kiểm toán,,
88,88,88,Công ty CP VRG - Khải Hoàn,Báo cáo tài chính đã được kiểm toán,,
89,89,89,Công ty TNHH Cao su Hà Tĩnh - Bolikhamxai,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
90,90,90,Công ty TNHH PTCS Tây Ninh - Siêm Riệp,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
91,91,91,Công ty TNHH MTV VRG Oudomxay,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
92,92,92,Công ty TNHH Vketi,Báo cáo tài chính chuyển đổi đã được kiểm toán,,
93,93,93,Công ty CP Cao su Dầu Tiếng Lai Châu,Báo cáo tài chính đã được kiểm toán,,
94,94,94,Công ty Cao su Eahleo - BM,Báo cáo tài chính,,
