row_label_raw,row_label_full,Tại ngày đầu năm,Từ 01 nămtrở xuống,Trên 01 nămđến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 nămtrở xuống,numeric__Trên 01 nămđến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
Tiền và tương đương tiền,Tiền và tương đương tiền,Tiền và tương đương tiền,7.114.787.951.797,-,-,7.114.787.951.797,7114787951797.0,,,7114787951797.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",3.076.850.596.811,269.732.656.688,-,3.346.583.253.499,3076850596811.0,269732656688.0,,3346583253499.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,10.546.458.059,980.833.320.684,-,991.379.778.743,10546458059.0,980833320684.0,,991379778743.0
Đầu tư ngắn hạn,Đầu tư ngắn hạn,Đầu tư ngắn hạn,6.564.045.918.791,-,-,6.564.045.918.791,6564045918791.0,,,6564045918791.0
Đầu tư dài hạn,Đầu tư dài hạn,Đầu tư dài hạn,-,570.830.546.801,2.891.340.429.899,3.462.170.976.700,,570830546801.0,2891340429899.0,3462170976700.0
Cộng,Cộng,Cộng,16.766.230.925.458,1.821.396.524.173,2.891.340.429.899,21.478.967.879.530,16766230925458.0,1821396524173.0,2891340429899.0,21478967879530.0
