row_label_raw,row_label_full,NÔI DUNG,Trang,numeric__Trang
BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,BẢO CẢO CỦA BAN TỔNG GIÁM ĐỐC,1 – 2,
BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,BẢO CẢO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT,5 – 8,
BẢO CẢO KẾT QUÀ KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT > BẢO CẢO KẾT QUÀ KINH DOANH HỢP NHẤT,BẢO CẢO KẾT QUÀ KINH DOANH HỢP NHẤT,9,9.0
BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,BẢO CẢO LUU CHUYÊN TIỀN TỆ HỢP NHẤT,10 – 11,
BẢN THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,BẢN THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,BẢN THUYÊT MINH BẢO CẢO TÀI CHÍNH HỢP NHẤT,12 – 68,
