row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm trước > - Tăng trong năm trước > - Lãi/lỗ trong năm trước > - Giảm trong năm trước,Quỹđầu tư phát triển > 2.439.091.902.294 > 477.251.976.927,Quỹ khác thuộcvốn chủ sở hữu > 4.212.591.156 > 521.847.439,Nguồn vốnđầu tư XDCB,LNST thuếchưa phân phối > 2.395.901.480.049 > 3.250.179.658.471,Lợi ích cổ đông khôngkiểm soát > 4.624.261.278.136 > 583.178.153.685,Cộng > 49.283.602.156.345 > 500.820.260.693 > 3.833.357.812.156 > -,numeric__Quỹđầu tư phát triển > 2.439.091.902.294 > 477.251.976.927,numeric__Quỹ khác thuộcvốn chủ sở hữu > 4.212.591.156 > 521.847.439,numeric__Nguồn vốnđầu tư XDCB,numeric__LNST thuếchưa phân phối > 2.395.901.480.049 > 3.250.179.658.471,numeric__Lợi ích cổ đông khôngkiểm soát > 4.624.261.278.136 > 583.178.153.685,numeric__Cộng > 49.283.602.156.345 > 500.820.260.693 > 3.833.357.812.156 > -
- Giảm khác,- Giảm khác,- Giảm khác,,,,(1.413.800.308.847),(1.431.033.428.025),(3.092.574.108.067),,,,-1413800308847.0,-1431033428025.0,-3092574108067.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,2.916.343.879.221,4.734.438.595,-,4.232.280.829.673,3.776.406.003.796,50.525.206.121.127,2916343879221.0,4734438595.0,,4232280829673.0,3776406003796.0,50525206121127.0
- Tăng trong năm,- Tăng trong năm,- Tăng trong năm,528.765.863.262,2.251.905.732,,,,588.341.649.641,528765863262.0,2251905732.0,,,,588341649641.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,,,,3.770.729.889.631,1.305.623.721.619,5.076.353.611.250,,,,3770729889631.0,1305623721619.0,5076353611250.0
- Giảm trong năm,- Giảm trong năm,- Giảm trong năm,,,,(3.428.021.567.506),(1.238.684.703.506),(4.801.238.434.392),,,,-3428021567506.0,-1238684703506.0,-4801238434392.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,3.445.109.742.483,6.986.344.327,-,4.574.989.151.798,3.843.345.021.909,51.388.662.947.626,3445109742483.0,6986344327.0,,4574989151798.0,3843345021909.0,51388662947626.0
