row_label_raw,row_label_full,19.2. Người mua trả tiền trước dài hạn,31/12/2020,01/01/2020,numeric__31/12/2020,numeric__01/01/2020
Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,Người mua trả trước về mua mù cao su nội địa,5.862.320.027,-,5862320027.0,
Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,Người mua trả trước về hoạt động chuyển nhượng bất động sản,79.383.141.683,149.206.748.756,79383141683.0,149206748756.0
Cộng,Cộng,Cộng,85.245.461.710,149.206.748.756,85245461710.0,149206748756.0
