row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm trước > - Tăng trong năm trước > - Lãi/lỗ trong năm trước > - Giảm trong năm trước,Vốn góp của chủ sở hữu > 40.000.000.000.000,Thặng dư vốn cổ phần > 130.155.637.008,Vốn khác của chủ sở hữu > 10.591.031.002,Cổ phiếu quỹ > (107.405.977.656),Chênh lệch đánh giá lại tài sản > (1.621.201.388.004) > 23.046.436.327,Chênh lệch tỷ giá > 1.407.995.602.360,Cộng > 39.820.134.904.710 > 23.046.436.327 > -,numeric__Vốn góp của chủ sở hữu > 40.000.000.000.000,numeric__Thặng dư vốn cổ phần > 130.155.637.008,numeric__Vốn khác của chủ sở hữu > 10.591.031.002,numeric__Cổ phiếu quỹ > (107.405.977.656),numeric__Chênh lệch đánh giá lại tài sản > (1.621.201.388.004) > 23.046.436.327,numeric__Chênh lệch tỷ giá > 1.407.995.602.360,numeric__Cộng > 39.820.134.904.710 > 23.046.436.327 > -
- Giảm khác,- Giảm khác,- Giảm khác,,,,(120.775.362),,(247.619.595.833),(247.740.371.195),,,,-120775362.0,,-247619595833.0,-247740371195.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,40.000.000.000.000,130.155.637.008,10.591.031.002,(107.526.753.018),(1.598.154.951.677),1.160.376.006.527,39.595.440.969.842,40000000000000.0,130155637008.0,10591031002.0,-107526753018.0,-1598154951677.0,1160376006527.0,39595440969842.0
- Tăng trong năm,- Tăng trong năm,- Tăng trong năm,,,,35.694.596.234,21.629.284.413,,57.323.880.647,,,,35694596234.0,21629284413.0,,57323880647.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,,,,,,,-,,,,,,,
- Giảm trong năm,- Lãi/lỗ trong năm > - Giảm trong năm,- Giảm trong năm,,(1.665.190.548),,,,(132.866.972.832),(134.532.163.380),,-1665190548.0,,,,-132866972832.0,-134532163380.0
Số dư cuối năm,- Lãi/lỗ trong năm > Số dư cuối năm,Số dư cuối năm,40.000.000.000.000,128.490.446.460,10.591.031.002,(71.832.156.784),(1.576.525.667.264),1.027.509.033.695,39.518.232.687.109,40000000000000.0,128490446460.0,10591031002.0,-71832156784.0,-1576525667264.0,1027509033695.0,39518232687109.0
