row_label_raw,row_label_full,a. Tài sản tài chính,Đầu năm,Đầu năm_1,Cuối năm,Cuối năm_1,numeric__Đầu năm,numeric__Đầu năm_1,numeric__Cuối năm,numeric__Cuối năm_1
a. Tài sản tài chính,a. Tài sản tài chính,a. Tài sản tài chính,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Tiền và tương đương tiền,a. Tài sản tài chính > Tiền và tương đương tiền,Tiền và tương đương tiền,7.114.787.951.797,-,5.528.283.614.830,-,7114787951797.0,,5528283614830.0,
"Phải thu khách hàng,phải thu khác","a. Tài sản tài chính > Phải thu khách hàng,phải thu khác","Phải thu khách hàng,phải thu khác",3.346.583.253.499,(717.558.850.826),3.424.938.988.900,(702.121.194.845),3346583253499.0,-717558850826.0,3424938988900.0,-702121194845.0
Các khoản cho vay,a. Tài sản tài chính > Các khoản cho vay,Các khoản cho vay,991.379.778.743,-,899.420.262.154,-,991379778743.0,,899420262154.0,
Đầu tư ngắn hạn,a. Tài sản tài chính > Đầu tư ngắn hạn,Đầu tư ngắn hạn,6.564.045.918.791,(4.381.510.199),10.764.818.918.992,(68.237.000),6564045918791.0,-4381510199.0,10764818918992.0,-68237000.0
Đầu tư dài hạn,a. Tài sản tài chính > Đầu tư dài hạn,Đầu tư dài hạn,3.462.170.976.700,(31.557.012.104),3.189.357.646.629,(26.329.784.049),3462170976700.0,-31557012104.0,3189357646629.0,-26329784049.0
Cộng,a. Tài sản tài chính > Cộng,Cộng,21.478.967.879.530,(753.497.373.129),23.806.819.431.505,(728.519.215.894),21478967879530.0,-753497373129.0,23806819431505.0,-728519215894.0
