row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2018 VND,1/1/2018 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Tài sản dài hạn(200 = 210 + 220 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 250 + 260),Tài sản dài hạn(200 = 210 + 220 + 250 + 260),200,,1.033.145.338.449,1.067.285.606.211,200.0,,1033145338449.0,1067285606211.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,88.090.881.026,105.278.289.439,210.0,,88090881026.0,105278289439.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,7,88.037.881.026,105.225.289.439,215.0,7.0,88037881026.0,105225289439.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,,53.000.000,53.000.000,216.0,,53000000.0,53000000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,83.701.240.470,110.748.100.622,220.0,,83701240470.0,110748100622.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,10,76.164.917.248,101.982.838.500,221.0,10.0,76164917248.0,101982838500.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,425.878.467.368,425.302.211.202,222.0,,425878467368.0,425302211202.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(349.713.550.120),(323.319.372.702),223.0,,-349713550120.0,-323319372702.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,11,7.536.323.222,8.765.262.122,227.0,11.0,7536323222.0,8765262122.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,12.528.615.791,12.528.615.791,228.0,,12528615791.0,12528615791.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(4.992.292.569),(3.763.353.669),229.0,,-4992292569.0,-3763353669.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,12,852.653.707.286,839.253.707.286,250.0,12.0,852653707286.0,839253707286.0
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,251,,755.075.000.000,741.675.000.000,251.0,,755075000000.0,741675000000.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,252,,97.423.707.286,97.423.707.286,252.0,,97423707286.0,97423707286.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,,155.000.000,155.000.000,253.0,,155000000.0,155000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,8.699.509.667,12.005.508.864,260.0,,8699509667.0,12005508864.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,13,8.699.509.667,12.005.508.864,261.0,13.0,8699509667.0,12005508864.0
TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),TỔNG TÀI SẢN (270 = 100 + 200),270,,1.457.669.307.044,1.441.201.538.669,270.0,,1457669307044.0,1441201538669.0
